Date,HouseID,Visit_Type,Room,ave_by_Month,t_mean_ext
2017-01-01,18,None,LR,17.65579569892473,3.6066532258064514
2017-01-01,28,None,LR,18.894591397849464,3.6066532258064514
2017-01-01,24,None,LR,21.02172043010753,3.6066532258064514
2017-01-01,18,None,BR,18.61489861751152,3.6066532258064514
2017-01-01,21,None,BR,19.31679262672811,3.6066532258064514
2017-01-01,29,None,BR,20.264253456221198,3.6066532258064514
2017-01-01,32,None,BR,17.263829493087556,3.6066532258064514
2017-01-01,28,None,BR,18.374248847926268,3.6066532258064514
2017-01-01,5,None,LR,17.85846953405018,3.6066532258064514
2017-01-01,38,None,LR,20.025935483870967,3.6066532258064514
2017-01-01,25,None,LR,20.645964157706093,3.6066532258064514
2017-01-01,9,None,BR,15.85836866359447,3.6066532258064514
2017-01-01,38,None,BR,20.337728110599077,3.6066532258064514
2017-01-01,5,None,BR,18.185382488479263,3.6066532258064514
2017-01-01,8,None,LR,15.538620071684587,3.6066532258064514
2017-01-01,16,None,LR,20.676283154121865,3.6066532258064514
2017-02-01,33,None,BR,17.709358288770055,5.630833333333333
2017-02-01,4,Respiratory,LR,18.181670634920636,5.630833333333333
2017-02-01,2,None,BR,17.646367567567566,5.630833333333333
2017-02-01,25,None,BR,23.13095530726257,5.630833333333333
2017-02-01,15,None,LR,21.22984126984127,5.630833333333333
2017-02-01,34,None,LR,13.032814049586777,5.630833333333333
2017-02-01,40,None,LR,18.923301587301587,5.630833333333333
2017-02-01,2,None,LR,20.577409282700422,5.630833333333333
2017-02-01,34,None,BR,17.82186224489796,5.630833333333333
2017-02-01,32,None,LR,18.32689285714286,5.630833333333333
2017-02-01,12,Other,BR,18.704993902439025,5.630833333333333
2017-02-01,26,None,LR,19.083319502074687,5.630833333333333
2017-02-01,35,None,BR,19.92379381443299,5.630833333333333
2017-02-01,31,None,LR,16.388940476190477,5.630833333333333
2017-02-01,40,None,BR,18.24830612244898,5.630833333333333
2017-02-01,26,None,BR,18.823021390374333,5.630833333333333
2017-02-01,19,None,LR,18.57341452991453,5.630833333333333
2017-02-01,12,Other,LR,20.03165740740741,5.630833333333333
2017-02-01,25,None,LR,21.35872619047619,5.630833333333333
2017-02-01,9,None,BR,16.220469387755102,5.630833333333333
2017-02-01,29,None,LR,20.942563492063492,5.630833333333333
2017-02-01,33,None,LR,15.526383928571429,5.630833333333333
2017-02-01,9,None,LR,16.880964285714285,5.630833333333333
2017-02-01,23,Other,LR,20.204529166666667,5.630833333333333
2017-02-01,31,None,BR,15.259106951871658,5.630833333333333
2017-02-01,38,None,BR,20.492607142857143,5.630833333333333
2017-02-01,39,None,LR,17.273507936507936,5.630833333333333
2017-02-01,27,Other,LR,19.489361111111112,5.630833333333333
2017-02-01,36,Other,LR,21.01615873015873,5.630833333333333
2017-02-01,41,None,LR,19.785662698412697,5.630833333333333
2017-02-01,29,None,BR,20.91429081632653,5.630833333333333
2017-02-01,5,None,BR,18.31434693877551,5.630833333333333
2017-02-01,39,None,BR,16.02937755102041,5.630833333333333
2017-02-01,4,Respiratory,BR,19.534852040816325,5.630833333333333
2017-02-01,1,None,LR,18.660654761904762,5.630833333333333
2017-02-01,43,None,BR,18.386737113402063,5.630833333333333
2017-02-01,1,None,BR,14.55180310880829,5.630833333333333
2017-02-01,35,None,LR,18.307510040160643,5.630833333333333
2017-02-01,38,None,LR,19.886186507936507,5.630833333333333
2017-02-01,15,None,BR,20.339030612244898,5.630833333333333
2017-02-01,22,None,LR,20.439821428571427,5.630833333333333
2017-02-01,36,Other,BR,20.944897959183674,5.630833333333333
2017-02-01,14,None,LR,21.320960317460315,5.630833333333333
2017-02-01,24,None,BR,19.249695187165774,5.630833333333333
2017-02-01,21,None,BR,19.36952551020408,5.630833333333333
2017-02-01,16,None,LR,21.13218650793651,5.630833333333333
2017-02-01,24,None,LR,20.708322033898305,5.630833333333333
2017-02-01,22,None,BR,20.054520408163267,5.630833333333333
2017-02-01,5,None,LR,17.71382142857143,5.630833333333333
2017-02-01,14,None,BR,21.179163265306123,5.630833333333333
2017-02-01,23,Other,BR,19.059675257731957,5.630833333333333
2017-02-01,28,None,LR,19.561672268907564,5.630833333333333
2017-02-01,16,None,BR,21.419642857142858,5.630833333333333
2017-02-01,43,None,LR,18.61109638554217,5.630833333333333
2017-02-01,19,None,BR,18.154310880829016,5.630833333333333
2017-02-01,21,None,LR,19.739630952380953,5.630833333333333
2017-02-01,32,None,BR,18.15483163265306,5.630833333333333
2017-02-01,28,None,BR,19.39214973262032,5.630833333333333
2017-02-01,41,None,BR,15.538535714285715,5.630833333333333
2017-03-01,30,None,BR,15.588338235294117,8.117029569892473
2017-03-01,17,None,BR,23.541441176470588,8.117029569892473
2017-03-01,33,None,BR,18.91663829787234,8.117029569892473
2017-03-01,30,None,LR,23.437093333333333,8.117029569892473
2017-03-01,17,None,LR,23.703540229885057,8.117029569892473
2017-03-01,25,None,LR,21.23964705882353,8.117029569892473
2017-03-01,40,None,BR,18.411634482758622,8.117029569892473
2017-03-01,42,None,LR,21.449841463414632,8.117029569892473
2017-03-01,34,None,BR,17.64687037037037,8.117029569892473
2017-03-01,32,Other,LR,16.997333333333334,8.117029569892473
2017-03-01,37,None,LR,17.0108,8.117029569892473
2017-03-01,42,None,BR,18.056338235294117,8.117029569892473
2017-03-01,9,None,LR,16.342785714285714,8.117029569892473
2017-03-01,18,None,LR,17.772291666666668,8.117029569892473
2017-03-01,29,None,LR,21.061459016393442,8.117029569892473
2017-03-01,33,None,LR,16.574603448275862,8.117029569892473
2017-03-01,6,None,LR,22.057683333333333,8.117029569892473
2017-03-01,25,None,BR,22.741076923076925,8.117029569892473
2017-03-01,12,None,BR,19.019368421052633,8.117029569892473
2017-03-01,16,None,BR,20.908916666666666,8.117029569892473
2017-03-01,13,None,BR,18.430684210526316,8.117029569892473
2017-03-01,27,None,LR,19.76205347593583,8.117029569892473
2017-03-01,9,None,BR,15.461833333333333,8.117029569892473
2017-03-01,37,None,BR,19.054661764705884,8.117029569892473
2017-03-01,34,None,LR,14.02685294117647,8.117029569892473
2017-03-01,11,None,LR,14.099,8.117029569892473
2017-03-01,32,Other,BR,16.359,8.117029569892473
2017-03-01,38,None,BR,19.9152,8.117029569892473
2017-03-01,12,None,LR,20.60625,8.117029569892473
2017-03-01,39,None,LR,17.2015,8.117029569892473
2017-03-01,13,None,LR,17.90822222222222,8.117029569892473
2017-03-01,15,None,LR,21.93019298245614,8.117029569892473
2017-03-01,31,None,LR,16.92142857142857,8.117029569892473
2017-03-01,15,None,BR,19.8076,8.117029569892473
2017-03-01,22,None,LR,17.22806779661017,8.117029569892473
2017-03-01,4,None,BR,19.686222222222224,8.117029569892473
2017-03-01,36,Circulatory,BR,20.83178947368421,8.117029569892473
2017-03-01,3,None,LR,19.888615384615385,8.117029569892473
2017-03-01,1,None,BR,15.821,8.117029569892473
2017-03-01,29,None,BR,20.8303,8.117029569892473
2017-03-01,18,None,BR,19.312058823529412,8.117029569892473
2017-03-01,16,None,LR,20.657,8.117029569892473
2017-03-01,4,None,LR,18.215731343283583,8.117029569892473
2017-03-01,14,None,LR,21.88904081632653,8.117029569892473
2017-03-01,1,None,LR,17.807333333333332,8.117029569892473
2017-03-01,3,None,BR,17.752388888888888,8.117029569892473
2017-03-01,40,None,LR,19.20225806451613,8.117029569892473
2017-03-01,20,None,LR,19.793550724637683,8.117029569892473
2017-03-01,38,None,LR,20.206,8.117029569892473
2017-03-01,22,None,BR,20.01704255319149,8.117029569892473
2017-03-01,39,None,BR,15.452255319148936,8.117029569892473
2017-03-01,10,Other,LR,19.0989,8.117029569892473
2017-03-01,41,None,LR,20.892869791666666,8.117029569892473
2017-03-01,36,Circulatory,LR,20.890857142857143,8.117029569892473
2017-03-01,14,None,BR,21.304850000000002,8.117029569892473
2017-03-01,21,Other,LR,19.604791666666667,8.117029569892473
2017-03-01,20,None,BR,17.752388888888888,8.117029569892473
2017-03-01,41,None,BR,17.271269736842104,8.117029569892473
2017-03-01,5,Other,LR,15.670166666666667,8.117029569892473
2017-03-01,11,None,BR,15.801583333333333,8.117029569892473
2017-03-01,8,None,LR,15.905251497005988,8.117029569892473
2017-03-01,8,None,BR,17.817510344827586,8.117029569892473
2017-03-01,5,Other,BR,15.837166666666667,8.117029569892473
2017-03-01,21,Other,BR,19.377263157894735,8.117029569892473
2017-12-01,4,Other,BR,18.606802816901407,5.023064516129033
2017-12-01,31,None,BR,15.253037735849057,5.023064516129033
2017-12-01,35,None,LR,19.66377818181818,5.023064516129033
2017-12-01,9,None,BR,14.59501388888889,5.023064516129033
2017-12-01,33,None,LR,13.321207407407407,5.023064516129033
2017-12-01,34,None,LR,18.294068100358423,5.023064516129033
2017-12-01,3,None,LR,20.51347670250896,5.023064516129033
2017-12-01,6,None,LR,15.281253218884121,5.023064516129033
2017-12-01,25,None,BR,21.237216589861752,5.023064516129033
2017-12-01,25,None,LR,19.279516129032256,5.023064516129033
2017-12-01,11,None,BR,15.42342396313364,5.023064516129033
2017-12-01,40,None,BR,18.218778801843317,5.023064516129033
2017-12-01,13,None,BR,19.452451612903225,5.023064516129033
2017-12-01,34,None,BR,16.82294470046083,5.023064516129033
2017-12-01,29,None,LR,21.66924193548387,5.023064516129033
2017-12-01,9,None,LR,17.3505,5.023064516129033
2017-12-01,13,None,LR,18.40416487455197,5.023064516129033
2017-12-01,39,None,LR,19.904702928870293,5.023064516129033
2017-12-01,4,Other,LR,18.40788043478261,5.023064516129033
2017-12-01,3,None,BR,17.91119815668203,5.023064516129033
2017-12-01,32,None,BR,17.25079754601227,5.023064516129033
2017-12-01,15,None,BR,20.664377880184333,5.023064516129033
2017-12-01,19,None,LR,21.172869918699188,5.023064516129033
2017-12-01,40,None,LR,17.390193548387096,5.023064516129033
2017-12-01,2,None,BR,18.095617511520736,5.023064516129033
2017-12-01,32,None,LR,17.865,5.023064516129033
2017-12-01,36,Other,LR,19.938691666666667,5.023064516129033
2017-12-01,36,Other,BR,22.43938043478261,5.023064516129033
2017-12-01,11,None,LR,13.356290441176471,5.023064516129033
2017-12-01,8,None,BR,17.631179723502303,5.023064516129033
2017-12-01,6,None,BR,14.196532467532467,5.023064516129033
2017-12-01,1,None,LR,21.337938628158845,5.023064516129033
2017-12-01,39,None,BR,14.689912790697674,5.023064516129033
2017-12-01,10,None,LR,18.83489010989011,5.023064516129033
2017-12-01,29,None,BR,20.486638743455497,5.023064516129033
2017-12-01,38,None,BR,18.770905882352942,5.023064516129033
2017-12-01,2,None,LR,22.316763440860214,5.023064516129033
2017-12-01,21,None,LR,20.198133603238865,5.023064516129033
2017-12-01,19,None,BR,18.30125471698113,5.023064516129033
2017-12-01,5,None,LR,18.908716363636366,5.023064516129033
2017-12-01,1,None,BR,15.71542396313364,5.023064516129033
2017-12-01,28,None,LR,18.194415770609318,5.023064516129033
2017-12-01,21,None,BR,19.439014150943397,5.023064516129033
2017-12-01,38,None,LR,19.301486486486485,5.023064516129033
2017-12-01,5,None,BR,19.26098113207547,5.023064516129033
2017-12-01,23,None,BR,20.07663594470046,5.023064516129033
2017-12-01,28,None,BR,16.551599078341013,5.023064516129033
2017-12-01,22,Other,LR,22.796262773722628,5.023064516129033
2017-12-01,31,None,LR,17.718507299270073,5.023064516129033
2017-12-01,20,None,BR,14.243784688995214,5.023064516129033
2017-12-01,24,None,LR,21.320243727598566,5.023064516129033
2017-12-01,23,None,LR,21.320243727598566,5.023064516129033
2017-12-01,24,None,BR,18.023147465437788,5.023064516129033
2017-12-01,20,None,LR,17.52414336917563,5.023064516129033
2017-12-01,15,None,LR,22.85621146953405,5.023064516129033
2017-12-01,43,None,LR,17.525591397849464,5.023064516129033
2017-12-01,8,None,LR,16.422071684587813,5.023064516129033
2017-12-01,43,None,BR,17.737824884792627,5.023064516129033
2018-01-01,32,None,BR,17.462691244239632,5.302137096774193
2018-01-01,3,Respiratory,BR,18.1559400921659,5.302137096774193
2018-01-01,6,None,LR,15.865132616487456,5.302137096774193
2018-01-01,6,None,BR,14.296516129032257,5.302137096774193
2018-01-01,32,None,LR,19.16916845878136,5.302137096774193
2018-01-01,3,Respiratory,LR,20.462992831541218,5.302137096774193
2018-01-01,35,None,LR,19.521448028673834,5.302137096774193
2018-01-01,8,None,BR,17.72927188940092,5.302137096774193
2018-01-01,11,None,BR,15.272866359447004,5.302137096774193
2018-01-01,13,None,LR,18.389383512544804,5.302137096774193
2018-01-01,31,None,BR,14.820267281105991,5.302137096774193
2018-01-01,13,None,BR,19.324013824884794,5.302137096774193
2018-01-01,11,None,LR,13.285701438848921,5.302137096774193
2018-01-01,38,None,BR,19.090552995391704,5.302137096774193
2018-01-01,40,None,BR,17.90658525345622,5.302137096774193
2018-01-01,10,None,LR,17.69116129032258,5.302137096774193
2018-01-01,23,Other,BR,19.779668202764977,5.302137096774193
2018-01-01,24,None,BR,18.399082949308756,5.302137096774193
2018-01-01,31,None,LR,18.03531899641577,5.302137096774193
2018-01-01,19,None,LR,21.45781171548117,5.302137096774193
2018-01-01,15,Other,LR,22.738060931899643,5.302137096774193
2018-01-01,24,None,LR,21.38732258064516,5.302137096774193
2018-01-01,15,Other,BR,20.67767741935484,5.302137096774193
2018-01-01,8,None,LR,16.3276917562724,5.302137096774193
2018-01-01,40,None,LR,17.529566308243727,5.302137096774193
2018-01-01,38,None,LR,19.460290322580644,5.302137096774193
2018-01-01,2,None,BR,18.08331797235023,5.302137096774193
2018-01-01,43,None,LR,17.670111111111112,5.302137096774193
2018-01-01,23,Other,LR,21.38732258064516,5.302137096774193
2018-01-01,43,None,BR,17.5764930875576,5.302137096774193
2018-01-01,19,None,BR,18.89646543778802,5.302137096774193
2018-01-01,2,None,LR,22.305688172043013,5.302137096774193
2018-02-01,6,None,LR,13.741442477876106,2.2761011904761905
2018-02-01,3,Respiratory,BR,17.34875,2.2761011904761905
2018-02-01,36,None,BR,21.81859693877551,2.2761011904761905
2018-02-01,1,None,LR,19.811059523809522,2.2761011904761905
2018-02-01,6,None,BR,12.904584905660377,2.2761011904761905
2018-02-01,24,Other,BR,18.360908163265307,2.2761011904761905
2018-02-01,36,None,LR,20.71212757201646,2.2761011904761905
2018-02-01,32,None,LR,17.997734126984128,2.2761011904761905
2018-02-01,32,None,BR,18.224744897959184,2.2761011904761905
2018-02-01,29,Circulatory,BR,20.176602040816327,2.2761011904761905
2018-02-01,8,None,LR,15.645333333333333,2.2761011904761905
2018-02-01,29,Circulatory,LR,21.303607142857143,2.2761011904761905
2018-02-01,33,None,LR,12.41615625,2.2761011904761905
2018-02-01,3,Respiratory,LR,19.149539682539682,2.2761011904761905
2018-02-01,28,None,BR,17.547076530612244,2.2761011904761905
2018-02-01,5,Respiratory,LR,18.723738095238094,2.2761011904761905
2018-02-01,40,None,BR,17.538811224489795,2.2761011904761905
2018-02-01,31,None,BR,15.147783505154639,2.2761011904761905
2018-02-01,35,None,LR,18.585706349206347,2.2761011904761905
2018-02-01,31,None,LR,17.817690476190474,2.2761011904761905
2018-02-01,5,Respiratory,BR,19.14904081632653,2.2761011904761905
2018-02-01,13,None,BR,20.685520408163267,2.2761011904761905
2018-02-01,8,None,BR,16.411377551020408,2.2761011904761905
2018-02-01,1,None,BR,14.769948979591836,2.2761011904761905
2018-02-01,13,None,LR,19.43700396825397,2.2761011904761905
2018-02-01,28,None,LR,19.037424603174603,2.2761011904761905
2018-02-01,24,Other,LR,21.545178571428572,2.2761011904761905
2018-02-01,40,None,LR,17.111444444444444,2.2761011904761905
2018-02-01,19,None,LR,21.937025,2.2761011904761905
2018-02-01,19,None,BR,19.04504081632653,2.2761011904761905
2018-02-01,2,None,LR,21.522325396825398,2.2761011904761905
2018-02-01,2,None,BR,17.91402551020408,2.2761011904761905
2018-03-01,1,None,LR,18.950275423728815,4.493991935483871
2018-03-01,25,Other,LR,20.09206956521739,4.493991935483871
2018-03-01,29,Other,LR,21.644923913043478,4.493991935483871
2018-03-01,31,None,LR,19.107714285714284,4.493991935483871
2018-03-01,25,Other,BR,22.215579545454545,4.493991935483871
2018-03-01,32,Respiratory,BR,17.77453038674033,4.493991935483871
2018-03-01,4,Other,LR,18.622847161572054,4.493991935483871
2018-03-01,35,None,LR,18.993096618357487,4.493991935483871
2018-03-01,33,None,LR,12.442006134969326,4.493991935483871
2018-03-01,29,Other,BR,20.54004827586207,4.493991935483871
2018-03-01,5,Other,LR,19.11205676855895,4.493991935483871
2018-03-01,32,Respiratory,LR,17.680473684210526,4.493991935483871
2018-03-01,23,Arthritic,LR,21.59784523809524,4.493991935483871
2018-03-01,36,Circulatory,BR,22.880151315789472,4.493991935483871
2018-03-01,36,Circulatory,LR,20.492636842105263,4.493991935483871
2018-03-01,21,Other,LR,20.41988695652174,4.493991935483871
2018-03-01,10,None,LR,17.600108247422682,4.493991935483871
2018-03-01,24,None,LR,21.676331325301206,4.493991935483871
2018-03-01,24,None,BR,18.972206106870228,4.493991935483871
2018-03-01,5,Other,BR,19.77467597765363,4.493991935483871
2018-03-01,34,None,LR,18.724168831168832,4.493991935483871
2018-03-01,6,Other,LR,15.200180555555555,4.493991935483871
2018-03-01,6,Other,BR,14.348256756756756,4.493991935483871
2018-03-01,10,None,BR,11.54325,4.493991935483871
2018-03-01,28,None,LR,19.95947023809524,4.493991935483871
2018-03-01,43,None,BR,18.19164245810056,4.493991935483871
2018-03-01,43,None,LR,17.927117391304346,4.493991935483871
2018-03-01,34,None,BR,18.100870967741937,4.493991935483871
2018-03-01,23,Arthritic,BR,20.09387786259542,4.493991935483871
2018-03-01,38,None,LR,18.834036585365855,4.493991935483871
2018-03-01,38,None,BR,17.78506181818182,4.493991935483871
2018-03-01,13,None,LR,19.62331891891892,4.493991935483871
2018-03-01,11,None,BR,15.049048387096773,4.493991935483871
2018-03-01,3,Other,BR,18.589502590673575,4.493991935483871
2018-03-01,4,Other,BR,19.30526815642458,4.493991935483871
2018-03-01,11,None,LR,13.664883211678832,4.493991935483871
2018-03-01,40,None,LR,17.665664,4.493991935483871
2018-03-01,19,None,BR,17.617424242424242,4.493991935483871
2018-03-01,15,Other,BR,19.637927631578947,4.493991935483871
2018-03-01,20,None,BR,14.925164772727273,4.493991935483871
2018-03-01,28,None,BR,18.37242748091603,4.493991935483871
2018-03-01,8,None,LR,16.460316062176165,4.493991935483871
2018-03-01,8,None,BR,17.75349342105263,4.493991935483871
2018-03-01,21,Other,BR,19.439077720207255,4.493991935483871
2018-03-01,1,None,BR,14.49581182795699,4.493991935483871
2018-03-01,39,None,BR,14.809573529411765,4.493991935483871
2018-03-01,39,None,LR,20.41313020833333,4.493991935483871
2018-03-01,3,Other,LR,20.426837398373983,4.493991935483871
2018-03-01,40,None,BR,18.064447916666666,4.493991935483871
2018-03-01,19,None,LR,21.9663125,4.493991935483871
2018-03-01,2,None,BR,18.380195652173914,4.493991935483871
2018-03-01,2,None,LR,21.29278034682081,4.493991935483871
2018-03-01,15,Other,LR,22.781,4.493991935483871
2018-03-01,20,None,LR,17.465187772925763,4.493991935483871
2018-03-01,13,None,BR,20.949110344827588,4.493991935483871
2018-03-01,22,Arthritic,LR,22.5606693877551,4.493991935483871
2018-03-01,31,None,BR,14.98145061728395,4.493991935483871
2018-03-01,9,None,BR,14.558963730569948,4.493991935483871
2018-03-01,9,None,LR,17.28019105691057,4.493991935483871
