ID1,ID10,ID11,ID15,ID19,ID2,ID20,ID21,ID22,ID24,ID25,ID28,ID29,ID31,ID32,ID34,ID35,ID36,ID38,ID39,ID4,ID40,ID43,ID5,ID8,ID9,ID1,ID10,ID11,ID15,ID19,ID2,ID20,ID21,ID22,ID24,ID25,ID28,ID29,ID31,ID32,ID34,ID35,ID36,ID38,ID39,ID4,ID40,ID43,ID5,ID8,ID9
15.495,10.259,16.329,21.622,19.372,18.526,15.485,20.079,20.031810909091163,20.78,20.123,18.558,21.743000000000002,14.626,18.338,13.81,20.03788250157947,22.194000000000003,20.941,15.379000000000001,20.75,17.233,18.892,18.828,16.953,14.794,20.748,18.093,14.552999999999999,22.331,22.46,19.999000000000002,18.472,18.938,22.659000000000002,20.718000000000004,19.15,19.804000000000002,20.618000000000002,17.654,19.47,19.965,20.593000000000004,18.303,20.930999999999997,18.554000000000002,21.421999999999997,19.904,19.715999999999998,18.732,15.835,16.506
15.620999999999999,10.259,16.141,21.497,19.247,18.276,15.36,20.016,20.031810909091163,20.154,19.622,18.371,20.618000000000002,16.506,17.712,13.81,20.03788250157947,21.256,20.378,15.065999999999999,20.124000000000002,16.857,18.705,18.891,16.64,16.046,19.56,17.655,14.427999999999999,21.142,21.772,19.374000000000002,17.909000000000002,18.688,22.534000000000002,20.405,18.712,19.304000000000002,19.742,17.342,18.969,19.465,20.53,18.303,20.494,18.303,20.421,19.715999999999998,19.279,18.044,15.584000000000001,16.067
15.620999999999999,10.384,15.953,21.184,19.121,18.025,14.859000000000002,19.954,20.031810909091163,19.717,19.247,18.183,19.742,15.002,17.399,13.81,20.03788250157947,21.131,19.377,14.501,19.561,16.293,18.83,18.953,16.327,15.295,19.122,17.717,14.302999999999999,20.392,20.333,18.81,17.533,18.437,22.534000000000002,20.092,18.275,18.803,19.116,17.029,18.594,18.901,20.468,18.491,19.68,18.303,19.42,19.279,18.842,17.668,15.333,15.754000000000001
15.307,10.447000000000001,15.828,20.871,18.996,17.837,14.42,19.891,20.031810909091163,19.279,18.934,17.995,19.116,14.062000000000001,17.148,13.81,20.03788250157947,20.881,18.689,14.062999999999999,19.061,15.918,18.767,18.766,16.014,15.17,18.746,17.905,14.177,20.454,19.644000000000002,18.497,17.158,18.187,22.471999999999998,19.842,17.899,18.428,18.678,16.779,18.156,18.4,20.28,18.679000000000002,18.992,18.491,18.857,18.842,18.467,17.418,15.145,15.504000000000001
15.119000000000002,10.447000000000001,15.702,21.059,18.871,17.65,14.044,19.828,20.031810909091163,19.779,20.936,18.058,18.678,13.436,16.96,13.81,20.03788250157947,20.693,18.313,13.686,18.56,15.604000000000001,18.642,18.515,15.764000000000001,14.919,18.433,18.03,13.989,21.455,19.143,18.122,16.907,18.25,22.409000000000002,21.594,17.899,18.053,19.867,16.715999999999998,17.905,17.962,20.155,18.992,18.366,18.679000000000002,18.355999999999998,18.467,18.218,17.168,15.145,15.253
14.744000000000002,10.321,16.141,20.871,18.683,18.339000000000002,13.731,19.766,20.031810909091163,19.904,22.499000000000002,18.746,19.867,12.870999999999999,17.211,13.81,20.03788250157947,20.568,19.628,13.373,20.124000000000002,16.105999999999998,18.455,18.265,15.514000000000001,14.794,18.496,18.281,13.989,21.893,23.836,21.375,16.907,20.500999999999998,22.346,21.594,18.275,18.616,20.868000000000002,17.529,18.468,18.463,20.03,19.242,18.867,18.992,17.98,18.218,18.655,16.98,16.148,15.065
14.618,10.259,17.268,20.746,18.683,18.526,14.17,19.703,20.031810909091163,19.779,23.186999999999998,18.433,20.868000000000002,12.870999999999999,20.09,13.81,20.03788250157947,22.881999999999998,20.253,14.878,22.375999999999998,15.415999999999999,18.267,17.951,16.077,14.669,20.435,18.343,15.054,23.519000000000002,22.585,22.875999999999998,17.659000000000002,19.750999999999998,22.159000000000002,20.843000000000004,18.462,19.492,20.93,17.529,19.47,18.651,19.967,19.305,19.618,19.242,21.046999999999997,18.655,18.592,17.668,17.276,14.877
15.245,10.196,16.078,20.809,18.996,18.088,15.172,19.703,20.031810909091163,19.215999999999998,23.811999999999998,18.245,20.93,14.25,19.777,13.81,20.03788250157947,23.508000000000003,20.691,16.507,22.375999999999998,17.922,18.455,17.764,17.329,14.544,20.248,18.218,14.616,23.331,20.207,21.813000000000002,17.909000000000002,19.438,22.284000000000002,20.468,18.525,19.054000000000002,19.742,19.594,19.845,18.213,20.03,19.43,20.118,19.305,22.923000000000002,18.592,18.342,17.355,16.586,19.136
15.683,10.196,15.89,20.871,18.996,18.777,14.607999999999999,19.828,20.031810909091163,20.905,25.061999999999998,18.058,19.742,15.629000000000001,19.089000000000002,13.873,20.03788250157947,23.195,21.004,15.880999999999998,21.750999999999998,16.982,18.142,18.014,17.454,14.356,20.06,18.406,14.365,22.706,20.52,22.439,18.034000000000002,19.625999999999998,23.596999999999998,22.72,18.963,19.054000000000002,21.055,21.22,19.845,17.9,20.092,20.869,21.307,19.43,22.923000000000002,18.342,18.28,18.294,16.649,19.011
16.247,10.259,17.205,20.809,18.871,18.652,14.607999999999999,19.891,20.031810909091163,19.717,24.311999999999998,17.807000000000002,21.055,15.817,18.964000000000002,13.873,20.03788250157947,23.131999999999998,20.066,15.442,21.313000000000002,17.045,17.829,18.014,17.391,14.356,19.935,18.719,14.991,22.018,19.456,22.814,18.284000000000002,20.125999999999998,23.096999999999998,21.531,19.275,19.054000000000002,21.368000000000002,20.844,19.72,17.587,20.092,19.93,20.680999999999997,20.869,22.548000000000002,18.28,18.155,18.982,17.025,18.76
15.870999999999999,10.321,17.018,20.746,18.621,18.401,17.739,19.828,20.031810909091163,19.154,25.25,17.933,21.368000000000002,16.13,18.588,13.873,20.03788250157947,23.006999999999998,18.814,15.505,21.688000000000002,17.108,17.829,18.077,17.454,14.356,19.497,18.343,15.179,22.393,24.273000000000003,22.875999999999998,17.909000000000002,21.564,22.784000000000002,20.718000000000004,19.588,19.367,21.868000000000002,19.343,19.657,17.273,20.155,19.305,19.993,19.93,22.36,18.155,17.905,19.108,17.088,18.447
15.808,10.321,16.517,20.746,18.433,18.151,15.547,19.828,20.031810909091163,18.715999999999998,25.313000000000002,18.371,21.868000000000002,16.005,18.275,13.81,20.03788250157947,22.945,18.063,15.505,22.125999999999998,16.857,17.704,18.64,17.642,14.356,22.936999999999998,17.905,14.552999999999999,22.393,22.21,22.875999999999998,17.784000000000002,22.064,22.596999999999998,20.781,19.901,20.18,22.305999999999997,19.031,19.532,17.399,20.155,20.869,19.43,19.305,22.861,17.905,18.28,18.044,17.025,18.259
15.683,10.196,16.329,20.746,18.683,18.088,14.984000000000002,19.766,20.031810909091163,18.403,25.5,18.308,22.305999999999997,15.19,18.087,13.81,20.03788250157947,22.82,19.753,15.254000000000001,22.125999999999998,16.669,17.454,18.703,17.704,14.356,20.873,17.78,14.302999999999999,22.331,22.522,23.189,18.034000000000002,20.750999999999998,22.596999999999998,21.781999999999996,20.338,21.305,22.869,18.843,19.595,18.964000000000002,20.217,20.994,19.993,20.869,23.423000000000002,18.28,18.78,18.105999999999998,17.025,18.259
15.620999999999999,10.008,16.078,20.746,18.809,18.589000000000002,14.732999999999999,19.703,20.031810909091163,18.153,24.25,18.371,22.869,15.88,19.465,13.747,20.03788250157947,22.57,19.127,15.065999999999999,22.439,16.544,17.516,18.64,17.704,14.356,20.56,17.592,14.24,22.206,21.271,23.439,18.284000000000002,22.064,22.784000000000002,22.656999999999996,20.776,21.493000000000002,22.994,18.78,19.657,19.965,20.217,20.930999999999997,19.618,20.994,23.673000000000002,18.78,18.904,18.982,18.09,18.197
15.808,10.133,17.518,20.746,19.121,18.777,14.671,19.703,20.031810909091163,17.903,22.811999999999998,18.245,22.994,16.13,21.154,13.685,20.03788250157947,22.445,20.316,14.94,23.189,16.544,17.704,18.327,18.142,14.293,21.436,17.843,15.179,22.206,20.896,22.375999999999998,18.41,20.313,22.846999999999998,22.531999999999996,20.401,21.993000000000002,22.930999999999997,18.655,19.782,20.278,20.217,21.182,20.430999999999997,20.930999999999997,27.049,18.904,19.029,20.609,17.839000000000002,18.197
