ID1,ID10,ID11,ID15,ID19,ID2,ID20,ID21,ID22,ID24,ID25,ID28,ID29,ID31,ID32,ID34,ID35,ID36,ID38,ID39,ID4,ID40,ID43,ID5,ID8,ID9,ID1,ID10,ID11,ID15,ID19,ID2,ID20,ID21,ID22,ID24,ID25,ID28,ID29,ID31,ID32,ID34,ID35,ID36,ID38,ID39,ID4,ID40,ID43,ID5,ID8,ID9
14.618,5.996,12.130999999999998,18.619,17.369,17.775,13.292,16.257,20.031810909091163,18.340999999999998,22.436999999999998,16.43,20.305,14.062000000000001,20.215,19.191,20.03788250157947,23.82,15.684000000000001,12.181,17.559,18.485,15.765,18.64,17.704,11.914000000000001,19.434,15.339,9.289,23.644000000000002,20.52,19.123,16.407,18.312,18.78,21.219,19.838,18.115,18.553,17.467,15.464,17.649,17.526,16.238,16.363,16.926,19.795,15.72,15.095999999999998,19.108,14.832,14.0
14.43,6.059,11.943,18.430999999999997,17.119,17.712,13.856,15.254000000000001,20.031810909091163,17.465,22.124000000000002,16.117,18.553,16.067,19.026,18.878,20.03788250157947,22.57,14.494000000000002,11.616,16.557000000000002,19.549,16.077,18.766,16.765,12.603,17.933,14.713,9.038,23.644000000000002,18.893,18.936,15.217,17.875,17.465,21.219,19.525,17.239,17.302,16.590999999999998,14.587,16.522000000000002,17.401,16.175,15.235999999999999,16.238,16.916,15.095999999999998,14.534,17.418,14.267000000000001,13.373
14.18,5.87,11.755,18.305999999999997,16.743,17.712,12.540999999999999,14.376,20.031810909091163,17.277,21.749000000000002,15.742,17.302,16.882,18.275,18.691,20.03788250157947,21.944000000000003,13.616,11.302,15.806,18.673,15.765,18.515,16.014,12.352,16.994,14.462,8.85,23.644000000000002,17.829,19.061,14.466,17.437,16.464000000000002,21.281,19.213,16.488,16.426,15.965,13.710999999999999,15.52,17.088,16.3,14.359000000000002,16.175,15.538,14.534,13.972000000000001,16.542,13.829,12.934000000000001
13.866,5.808,11.567,18.243,16.305,17.524,11.725999999999999,13.686,20.031810909091163,16.964000000000002,21.374000000000002,15.429,16.426,15.565999999999999,17.649,18.503,20.03788250157947,21.569000000000003,17.312,11.114,14.992,18.423,15.452,17.137,15.450999999999999,12.165,16.305,14.4,8.662,23.581999999999997,16.889,18.998,13.777000000000001,16.999000000000002,15.524000000000001,21.281,18.838,15.8,15.675,15.339,12.959000000000001,14.705,16.774,16.488,14.923,16.3,14.724,13.972000000000001,13.535,15.915999999999999,13.202,12.558
13.552999999999999,5.745,11.440999999999999,18.055,15.929,17.524,11.037,13.058,20.031810909091163,16.777,24.061999999999998,16.055,15.675,14.689,17.023,18.378,20.03788250157947,21.256,16.56,10.988,14.427999999999999,18.235,15.075999999999999,16.072,14.825,11.914000000000001,15.804,14.337,8.474,23.581999999999997,16.075,19.123,13.15,17.187,14.647,21.781999999999996,19.025,15.112,16.926,15.027000000000001,12.458,14.015999999999998,16.461,16.676,14.86,16.488,14.035,13.535,13.161,15.415,12.888,12.182
13.302,5.682,11.128,18.118,15.552999999999999,17.462,10.535,12.682,20.031810909091163,16.526,25.688000000000002,16.305,16.926,14.0,16.835,18.253,20.03788250157947,21.069000000000003,17.625,11.24,17.559,18.423,14.825999999999999,15.007,14.136,11.725999999999999,15.366,14.4,8.349,23.394000000000002,21.897,19.186,12.9,20.250999999999998,13.958,22.219,19.776,17.49,18.491,16.465999999999998,13.523,14.392000000000001,16.148,17.678,15.424000000000001,16.676,13.470999999999998,13.161,14.035,15.039000000000001,12.449000000000002,11.931
13.365,5.62,10.94,17.993,15.679,17.524,11.538,12.242,20.031810909091163,16.777,25.875,15.742,18.491,13.749,19.026,18.003,20.03788250157947,23.256999999999998,17.374000000000002,13.624,20.5,18.047,14.638,14.318,13.886,11.413,18.433,14.274000000000001,8.222999999999999,23.644000000000002,23.585,20.124000000000002,13.839,20.438,14.96,21.656,20.151,18.115,17.615,17.467,14.337,15.144,15.96,18.429000000000002,15.737,17.678,17.229,14.035,14.409,16.166,14.456,11.617
13.866,5.369,10.94,17.93,16.242,17.462,13.355,13.245999999999999,20.031810909091163,16.026,25.25,16.869,17.615,15.378,18.526,17.877,20.03788250157947,23.945,17.312,14.69,16.995,18.61,14.825999999999999,13.879000000000001,15.325999999999999,11.225,21.936,13.835999999999999,8.976,23.644000000000002,19.582,19.999000000000002,14.34,20.939,16.276,21.969,20.213,17.114,20.43,18.092,15.026,15.708,15.96,18.742,15.862,18.429000000000002,19.545,14.409,14.222000000000001,16.354,15.897,15.629000000000001
13.49,5.242999999999999,10.752,17.93,16.43,17.462,12.353,14.187999999999999,20.031810909091163,15.4,24.436999999999998,17.244,20.43,16.192999999999998,17.524,17.815,20.03788250157947,23.883000000000003,17.124000000000002,13.122,15.68,18.61,14.450999999999999,14.944,16.39,11.1,20.498,13.523,8.411,23.581999999999997,17.202,20.187,14.591,21.314,16.964000000000002,21.469,20.714000000000002,19.929000000000002,22.118000000000002,18.593,15.339,16.146,16.086,18.867,16.05,18.742,16.165,14.222000000000001,14.784,17.855999999999998,16.774,17.383
13.741,5.181,10.689,17.93,16.054000000000002,17.399,12.227,14.815,20.031810909091163,14.837,24.686999999999998,16.555999999999997,22.118000000000002,16.192999999999998,16.96,17.69,20.03788250157947,24.07,17.374000000000002,13.874,14.866,18.36,14.763,15.696,17.266,10.912,21.686,13.272,8.222999999999999,23.644000000000002,22.773000000000003,20.75,14.841,20.750999999999998,17.653,21.031,20.464000000000002,20.117,21.743000000000002,19.031,16.153,16.585,16.086,19.18,16.3,18.867,14.849,14.784,14.845999999999998,18.232,17.15,18.322
13.804,5.118,10.689,17.93,16.18,17.9,12.353,15.317,20.031810909091163,14.274000000000001,25.0,17.557000000000002,21.743000000000002,16.192999999999998,16.647000000000002,17.627,20.03788250157947,24.195,18.313,13.373,14.115,18.36,15.075999999999999,16.761,17.892,10.849,20.56,13.084000000000001,8.035,23.394000000000002,24.711,22.250999999999998,15.217,21.439,18.279,19.967,20.338,18.803,22.619,19.406,16.278,16.835,16.086,18.742,16.739,19.18,13.91,14.845999999999998,14.784,18.607,17.025,18.572
13.677999999999999,5.055,10.814,18.180999999999997,16.493,17.837,12.227,15.567,20.031810909091163,13.773,26.311999999999998,17.494,22.619,16.067,16.209,17.627,20.03788250157947,24.195,17.75,12.683,13.488,18.423,15.139000000000001,17.387999999999998,18.205,11.037,22.061999999999998,14.713,7.847,23.331,25.586,22.314,15.468,21.439,18.467,21.281,20.589000000000002,20.555,22.494,19.719,16.403,17.148,16.336,17.74,16.864,18.742,13.283,14.784,14.784,18.982,17.276,18.134
13.616,4.867,10.501,18.243,16.743,17.587,12.29,15.818,20.031810909091163,13.835999999999999,26.375,17.995,22.494,15.754000000000001,15.77,17.815,20.03788250157947,24.07,18.125,12.181,13.300999999999998,18.61,15.264000000000001,17.701,18.455,11.288,21.436,15.339,7.972,23.394000000000002,26.086,20.437,15.593,21.625999999999998,19.594,22.156999999999996,20.964000000000002,20.43,22.930999999999997,19.656,16.904,18.087,16.524,17.803,17.177,17.74,12.844000000000001,14.784,15.408,19.358,17.401,18.072
13.804,4.7410000000000005,10.312999999999999,18.243,16.993,18.339000000000002,12.353,16.132,20.031810909091163,14.335999999999999,26.5,17.557000000000002,22.930999999999997,15.378,17.023,17.752,20.03788250157947,24.195,18.125,11.491,19.186,18.485,15.139000000000001,17.951,18.831,11.475999999999999,21.936,16.965999999999998,7.91,23.456,27.273000000000003,22.375999999999998,15.468,22.064,20.032,22.094,21.151,21.618000000000002,22.744,18.906,17.092,19.277,16.461,18.053,17.365,17.803,13.722000000000001,15.408,15.408,21.296999999999997,16.9,17.945999999999998
13.804,4.678999999999999,10.437999999999999,18.305999999999997,17.119,18.339000000000002,12.540999999999999,16.32,20.031810909091163,15.025,24.625,17.055999999999997,22.744,14.877,18.776,17.627,20.03788250157947,24.195,18.125,11.050999999999998,22.250999999999998,18.297,15.452,18.139,18.768,11.538,21.249000000000002,17.217,7.847,23.394000000000002,27.835,22.500999999999998,15.655,20.250999999999998,19.907,22.281999999999996,20.839000000000002,21.055,22.243000000000002,17.717,17.279,19.465,16.712,18.616,17.552,18.053,19.17,15.408,15.533,20.046,15.647,16.381
13.866,4.6160000000000005,10.25,18.493,17.305999999999997,18.464000000000002,12.415,16.633,20.031810909091163,15.963,23.625,16.743,22.243000000000002,14.689,19.715,17.627,20.03788250157947,24.133000000000003,16.686,10.424000000000001,20.249000000000002,19.424,15.639000000000001,18.703,18.142,11.538,21.561,16.465999999999998,7.847,23.206,22.773000000000003,21.625999999999998,16.031,19.0,19.969,21.531,20.338,19.429000000000002,20.305,16.904,16.465999999999998,18.713,16.837,16.676,16.864,18.616,21.485,15.533,15.345,19.858,15.082,14.501
