bedroom_ID1,bedroom_ID2,bedroom_ID3,bedroom_ID4,bedroom_ID5,bedroom_ID6,bedroom_ID8,bedroom_ID9,bedroom_ID10,bedroom_ID11,bedroom_ID13,bedroom_ID15,bedroom_ID19,bedroom_ID20,bedroom_ID21,bedroom_ID23,bedroom_ID24,bedroom_ID25,bedroom_ID28,bedroom_ID29,bedroom_ID31,bedroom_ID32,bedroom_ID34,bedroom_ID36,bedroom_ID38,bedroom_ID39,bedroom_ID40,bedroom_ID43,living_room_ID1,living_room_ID2,living_room_ID3,living_room_ID4,living_room_ID5,living_room_ID6,living_room_ID8,living_room_ID9,living_room_ID10,living_room_ID11,living_room_ID13,living_room_ID15,living_room_ID19,living_room_ID20,living_room_ID21,living_room_ID22,living_room_ID23,living_room_ID24,living_room_ID25,living_room_ID28,living_room_ID29,living_room_ID31,living_room_ID32,living_room_ID33,living_room_ID34,living_room_ID35,living_room_ID36,living_room_ID38,living_room_ID39,living_room_ID40,living_room_ID43
15.746,15.895,16.73,19.054082822085892,18.836574948665298,13.785175609756099,18.518,14.552871951219513,10.294386503067486,13.635,17.278,20.371,18.102178278688523,14.483,19.460310699588476,21.129,18.09,20.06,13.487,20.944034168564922,14.929010288065843,16.84089095744681,17.314,22.898726415094337,19.16648469387755,14.963482269503546,18.861,17.704,21.436,20.875,20.06,18.568220858895703,19.15822997946612,15.227560975609757,15.772,16.800518292682927,18.656852760736196,12.11,16.493,21.33,21.239385245901637,17.721,19.55324885844749,22.773106995884778,22.407,22.407,19.088,17.239,20.956004555808658,17.669666666666668,17.40710079575597,12.331836734693878,17.211,19.739936344969195,19.541754716981135,19.205094387755103,19.54408983451537,17.031,16.719
15.621,15.644,16.542,19.054082822085892,18.836574948665298,13.785175609756099,18.267,14.552871951219513,10.294386503067486,13.196,16.964,19.808,18.102178278688523,14.295,19.460310699588476,21.067,17.59,19.372,13.3,20.944034168564922,14.929010288065843,16.84089095744681,17.627,22.898726415094337,19.16648469387755,14.963482269503546,19.174,17.766,19.184,19.874,19.435,18.568220858895703,19.15822997946612,15.227560975609757,15.458,16.800518292682927,18.656852760736196,11.734,16.305,19.703,21.239385245901637,17.033,19.55324885844749,22.773106995884778,22.47,22.47,18.775,16.551,20.956004555808658,17.669666666666668,17.40710079575597,12.331836734693878,16.522,19.739936344969195,19.541754716981135,19.205094387755103,19.54408983451537,16.719,16.469
15.433,15.456,16.292,19.054082822085892,18.836574948665298,13.785175609756099,17.704,14.552871951219513,10.294386503067486,13.008,16.964,19.37,18.102178278688523,13.606,19.460310699588476,21.004,16.964,18.809,13.049,20.944034168564922,14.929010288065843,16.84089095744681,18.065,22.898726415094337,19.16648469387755,14.963482269503546,18.673,17.391,18.245,19.186,18.997,18.568220858895703,19.15822997946612,15.227560975609757,15.145,16.800518292682927,18.656852760736196,11.483,16.305,18.89,21.239385245901637,16.594,19.55324885844749,22.773106995884778,22.344,22.344,18.462,16.05,20.956004555808658,17.669666666666668,17.40710079575597,12.331836734693878,15.958,19.739936344969195,19.541754716981135,19.205094387755103,19.54408983451537,16.469,16.157
15.119,15.268,16.041,19.054082822085892,18.836574948665298,13.785175609756099,17.078,14.552871951219513,10.294386503067486,12.82,16.777,19.808,18.102178278688523,13.042,19.460310699588476,21.004,16.464,18.246,12.798,20.944034168564922,14.929010288065843,16.84089095744681,18.253,22.898726415094337,19.16648469387755,14.963482269503546,18.297,17.078,17.682,18.685,18.559,18.568220858895703,19.15822997946612,15.227560975609757,14.957,16.800518292682927,18.656852760736196,11.358,16.18,19.766,21.239385245901637,16.156,19.55324885844749,22.773106995884778,22.282,22.282,18.087,15.55,20.956004555808658,17.669666666666668,17.40710079575597,12.331836734693878,15.457,19.739936344969195,19.541754716981135,19.205094387755103,19.54408983451537,16.157,15.907
14.806,15.08,16.292,19.054082822085892,18.836574948665298,13.785175609756099,16.515,14.552871951219513,10.294386503067486,12.695,16.651,19.557,18.102178278688523,12.603,19.460310699588476,21.317,16.839,20.811,12.986,20.944034168564922,14.929010288065843,16.84089095744681,18.19,22.898726415094337,19.16648469387755,14.963482269503546,17.984,16.828,17.182,18.247,18.496,18.568220858895703,19.15822997946612,15.227560975609757,14.769,16.800518292682927,18.656852760736196,11.232,16.117,20.579,21.239385245901637,15.781,19.55324885844749,22.773106995884778,22.094,22.094,18.212,15.112,20.956004555808658,17.669666666666668,17.40710079575597,12.331836734693878,15.081,19.739936344969195,19.541754716981135,19.205094387755103,19.54408983451537,15.907,15.72
14.493,15.519,16.229,19.054082822085892,18.836574948665298,13.785175609756099,16.014,14.552871951219513,10.294386503067486,12.632,16.526,19.682,18.102178278688523,12.29,19.460310699588476,21.567,16.964,21.999,13.738,20.944034168564922,14.929010288065843,16.84089095744681,17.94,22.898726415094337,19.16648469387755,14.963482269503546,17.922,16.578,18.621,21.438,20.561,18.568220858895703,19.15822997946612,15.227560975609757,14.769,16.800518292682927,18.656852760736196,11.17,16.117,21.455,21.239385245901637,15.968,19.55324885844749,22.773106995884778,21.969,21.969,18.65,15.988,20.956004555808658,17.669666666666668,17.40710079575597,12.331836734693878,15.896,19.739936344969195,19.541754716981135,19.205094387755103,19.54408983451537,15.72,16.532
17.687,16.021,15.728,19.054082822085892,18.836574948665298,13.785175609756099,15.889,14.552871951219513,10.294386503067486,13.823,16.464,19.745,18.102178278688523,13.167,19.460310699588476,21.692,22.218,22.749,13.425,20.944034168564922,14.929010288065843,16.84089095744681,17.752,22.898726415094337,19.16648469387755,14.963482269503546,18.61,16.453,21.686,22.376,19.31,18.568220858895703,19.15822997946612,15.227560975609757,15.396,16.800518292682927,18.656852760736196,12.235,16.117,22.644,21.239385245901637,16.594,19.55324885844749,22.773106995884778,22.094,22.094,19.088,17.364,20.956004555808658,17.669666666666668,17.40710079575597,12.331836734693878,16.397,19.739936344969195,19.541754716981135,19.205094387755103,19.54408983451537,16.532,16.407
21.192,16.647,15.54,19.054082822085892,18.836574948665298,13.785175609756099,16.765,14.552871951219513,10.294386503067486,12.883,16.401,19.995,18.102178278688523,13.856,19.460310699588476,21.379,20.905,22.437,13.174,20.944034168564922,14.929010288065843,16.84089095744681,17.565,22.898726415094337,19.16648469387755,14.963482269503546,19.299,16.64,23.937,22.439,18.747,18.568220858895703,19.15822997946612,15.227560975609757,15.27,16.800518292682927,18.656852760736196,11.671,15.992,23.206,21.239385245901637,17.158,19.55324885844749,22.773106995884778,22.595,22.595,18.963,16.113,20.956004555808658,17.669666666666668,17.40710079575597,12.331836734693878,16.021,19.739936344969195,19.541754716981135,19.205094387755103,19.54408983451537,16.407,15.97
18.751,17.148,15.414,19.054082822085892,18.836574948665298,13.785175609756099,17.266,14.552871951219513,10.294386503067486,13.635,16.338,19.995,18.12,13.982,19.460310699588476,22.13,21.405,22.374,13.237,20.944034168564922,14.929010288065843,16.84089095744681,17.377,22.898726415094337,19.16648469387755,14.963482269503546,19.174,16.578,21.749,23.064,18.371,18.568220858895703,19.15822997946612,15.227560975609757,15.208,16.800518292682927,18.656852760736196,11.671,15.992,22.706,20.896,17.158,19.55324885844749,22.773106995884778,22.657,22.657,19.4,16.05,20.956004555808658,17.669666666666668,17.40710079575597,12.331836734693878,15.708,19.739936344969195,19.541754716981135,19.205094387755103,19.54408983451537,15.97,15.72
18.0,17.211,15.226,19.054082822085892,10.555,13.785175609756099,17.016,14.552871951219513,10.294386503067486,13.886,16.401,19.995,18.37,15.547,19.460310699588476,21.379,21.78,22.187,13.174,20.944034168564922,14.929010288065843,16.84089095744681,17.189,22.898726415094337,19.16648469387755,14.963482269503546,18.673,16.265,20.748,23.001,17.996,18.568220858895703,15.916,15.227560975609757,15.333,16.800518292682927,18.656852760736196,12.548,15.992,22.143,20.02,17.095,19.55324885844749,22.773106995884778,22.157,22.157,19.15,15.925,20.956004555808658,17.669666666666668,17.40710079575597,12.331836734693878,15.457,20.655,19.541754716981135,19.205094387755103,19.54408983451537,15.72,15.595
16.873,16.647,14.913,19.054082822085892,10.053,13.785175609756099,16.765,14.552871951219513,10.294386503067486,12.946,16.338,19.87,18.433,16.612,18.952,21.317,19.654,22.499,14.552,20.944034168564922,19.699,16.84089095744681,17.064,22.898726415094337,19.16648469387755,14.963482269503546,18.485,16.14,20.623,23.689,17.683,18.568220858895703,16.103,15.227560975609757,15.02,16.800518292682927,18.656852760736196,11.734,15.93,21.768,19.707,17.346,19.55324885844749,23.097,22.97,22.97,19.088,15.55,20.956004555808658,18.53,17.40710079575597,12.331836734693878,15.144,20.718,19.541754716981135,19.205094387755103,19.54408983451537,15.595,15.345
16.31,16.334,15.226,19.054082822085892,17.951,13.785175609756099,16.327,14.552871951219513,10.294386503067486,12.632,16.276,19.745,18.183,15.861,18.638,21.067,18.966,22.687,15.053,20.944034168564922,15.065,16.84089095744681,16.876,22.898726415094337,19.16648469387755,14.963482269503546,18.736,16.265,20.623,23.689,17.683,18.568220858895703,15.853,15.227560975609757,14.832,16.800518292682927,18.656852760736196,11.483,15.867,22.018,25.836,17.721,19.55324885844749,22.409,22.094,22.094,19.838,19.304,20.956004555808658,17.279,17.40710079575597,12.331836734693878,15.081,20.655,19.541754716981135,19.205094387755103,19.54408983451537,15.345,15.658
16.372,16.96,15.352,19.054082822085892,17.325,13.785175609756099,15.889,14.552871951219513,10.294386503067486,14.888,16.15,19.745,18.433,15.046,18.701,20.942,18.591,22.937,16.368,20.944034168564922,15.19,16.84089095744681,17.127,22.898726415094337,19.16648469387755,14.963482269503546,18.673,15.952,20.936,23.752,19.935,18.568220858895703,16.667,15.227560975609757,15.208,16.800518292682927,18.656852760736196,12.548,16.556,22.018,26.898,17.784,19.55324885844749,22.409,22.157,22.157,20.088,19.679,20.956004555808658,18.03,17.40710079575597,12.331836734693878,17.524,20.968,19.541754716981135,19.205094387755103,19.54408983451537,15.658,16.282
