bedroom_ID1,bedroom_ID3,bedroom_ID4,bedroom_ID5,bedroom_ID7,bedroom_ID8,bedroom_ID9,bedroom_ID10,bedroom_ID11,bedroom_ID12,bedroom_ID13,bedroom_ID14,bedroom_ID15,bedroom_ID16,bedroom_ID17,bedroom_ID18,bedroom_ID20,bedroom_ID21,bedroom_ID22,bedroom_ID25,bedroom_ID29,bedroom_ID30,bedroom_ID32,bedroom_ID33,bedroom_ID34,bedroom_ID36,bedroom_ID37,bedroom_ID38,bedroom_ID39,bedroom_ID40,bedroom_ID41,bedroom_ID42,living_room_ID1,living_room_ID3,living_room_ID4,living_room_ID5,living_room_ID6,living_room_ID7,living_room_ID8,living_room_ID9,living_room_ID10,living_room_ID11,living_room_ID12,living_room_ID13,living_room_ID14,living_room_ID15,living_room_ID16,living_room_ID17,living_room_ID18,living_room_ID20,living_room_ID21,living_room_ID22,living_room_ID25,living_room_ID27,living_room_ID29,living_room_ID30,living_room_ID31,living_room_ID32,living_room_ID33,living_room_ID34,living_room_ID36,living_room_ID37,living_room_ID38,living_room_ID39,living_room_ID40,living_room_ID41,living_room_ID42
15.92575,17.847470588235296,21.188,15.826875,21.420859813084114,16.81,15.37326923076923,10.051564102564102,14.371230769230769,19.096190476190475,18.25444736842105,21.397373626373625,19.885749999999998,21.320040000000002,24.053,20.45313953488372,17.307,19.62641860465116,20.15111320754717,24.04346153846154,20.664602150537632,16.708,16.527545454545457,19.263409523809525,18.566,20.7082619047619,19.411,19.977899999999998,16.76475238095238,18.736,17.125,18.872,18.409625,19.78024369747899,19.67,15.665,21.58355140186917,15.514,15.514,15.939000000000002,18.727461538461537,14.013928571428574,20.328642857142853,17.878432432432433,21.79096629213483,21.85259615384615,20.216400000000004,24.053,17.478372093023253,17.356,19.462720930232557,17.25933962264151,20.994692307692304,18.307,20.999388888888888,23.814,17.206083333333332,17.06863636363636,16.520438095238095,14.615,20.802525000000003,17.714,20.3873,17.193961904761906,19.436,21.75,21.999
15.92575,17.847470588235296,19.59626446280992,15.826875,21.420859813084114,16.684,15.37326923076923,10.051564102564102,14.371230769230769,19.096190476190475,18.25444736842105,21.397373626373625,19.885749999999998,21.320040000000002,24.428,20.45313953488372,18.934,19.62641860465116,20.15111320754717,24.04346153846154,20.664602150537632,16.708,16.527545454545457,19.263409523809525,18.378,20.7082619047619,19.411,19.977899999999998,16.76475238095238,18.61,16.937,18.872,18.409625,19.78024369747899,18.446404958677686,15.665,21.58355140186917,15.952,15.952,15.939000000000002,18.727461538461537,14.013928571428574,20.328642857142853,17.878432432432433,21.79096629213483,21.85259615384615,20.216400000000004,24.428,17.478372093023253,18.797,19.462720930232557,17.25933962264151,20.994692307692304,18.307,20.999388888888888,24.564,17.206083333333332,17.06863636363636,16.520438095238095,14.615,20.802525000000003,17.588,20.3873,17.193961904761906,19.499,21.375,21.811
15.92575,17.847470588235296,19.59626446280992,15.826875,21.420859813084114,16.622,15.37326923076923,10.051564102564102,14.371230769230769,19.096190476190475,18.25444736842105,21.397373626373625,19.885749999999998,21.320040000000002,24.365,20.45313953488372,18.934,19.62641860465116,20.15111320754717,24.04346153846154,20.664602150537632,16.771,16.527545454545457,19.263409523809525,18.315,20.7082619047619,18.973,19.977899999999998,16.76475238095238,18.548,16.749,18.809,18.409625,19.78024369747899,18.446404958677686,15.665,21.58355140186917,15.952,15.952,15.939000000000002,18.727461538461537,14.013928571428574,20.328642857142853,17.878432432432433,21.79096629213483,21.85259615384615,20.216400000000004,24.365,17.478372093023253,19.11,19.462720930232557,17.25933962264151,20.994692307692304,18.056,20.999388888888888,23.377,17.206083333333332,17.06863636363636,16.520438095238095,13.877745901639345,20.802525000000003,17.463,20.3873,17.193961904761906,19.499,21.687,21.749
15.92575,17.847470588235296,19.59626446280992,15.826875,21.420859813084114,16.434,15.37326923076923,10.051564102564102,14.371230769230769,19.096190476190475,18.25444736842105,21.397373626373625,19.885749999999998,21.320040000000002,23.99,20.45313953488372,17.868056910569106,19.62641860465116,20.15111320754717,24.04346153846154,20.664602150537632,16.834,16.527545454545457,19.263409523809525,17.694333333333336,20.7082619047619,18.535,19.977899999999998,16.76475238095238,18.673,16.624,18.747,18.409625,19.78024369747899,18.446404958677686,15.665,21.58355140186917,15.639,15.639,15.939000000000002,18.727461538461537,14.013928571428574,20.328642857142853,17.878432432432433,21.79096629213483,21.85259615384615,20.216400000000004,23.99,17.478372093023253,19.730439024390247,19.462720930232557,17.25933962264151,20.994692307692304,18.056,20.999388888888888,23.251,17.206083333333332,17.06863636363636,16.520438095238095,13.877745901639345,20.802525000000003,17.275,20.3873,17.193961904761906,19.749,21.437,21.561
15.92575,17.847470588235296,19.59626446280992,15.826875,21.420859813084114,16.309,15.37326923076923,10.051564102564102,14.371230769230769,19.096190476190475,18.25444736842105,21.397373626373625,19.885749999999998,21.320040000000002,23.678,20.45313953488372,17.868056910569106,19.62641860465116,20.15111320754717,24.04346153846154,20.664602150537632,16.896,16.527545454545457,19.263409523809525,17.694333333333336,20.7082619047619,18.097,19.977899999999998,16.76475238095238,18.548,18.251,18.684,18.409625,19.78024369747899,18.446404958677686,15.665,21.58355140186917,15.576,15.576,15.939000000000002,18.727461538461537,14.013928571428574,20.328642857142853,17.878432432432433,21.79096629213483,21.85259615384615,20.216400000000004,23.678,17.478372093023253,19.730439024390247,19.462720930232557,17.25933962264151,20.994692307692304,18.182,20.999388888888888,25.814,17.206083333333332,17.06863636363636,16.520438095238095,13.877745901639345,20.802525000000003,17.087,20.3873,17.193961904761906,19.749,23.376,21.374
15.92575,17.847470588235296,19.59626446280992,15.826875,21.420859813084114,16.872,15.37326923076923,10.051564102564102,14.371230769230769,19.096190476190475,18.25444736842105,21.397373626373625,19.885749999999998,21.320040000000002,23.427,20.45313953488372,17.868056910569106,19.62641860465116,20.15111320754717,24.04346153846154,20.664602150537632,16.771,16.527545454545457,19.263409523809525,17.694333333333336,20.7082619047619,19.411,19.977899999999998,16.76475238095238,18.485,19.378,18.621,18.409625,19.78024369747899,18.446404958677686,15.665,21.58355140186917,15.701,15.701,15.939000000000002,18.727461538461537,14.013928571428574,20.328642857142853,17.878432432432433,21.79096629213483,21.85259615384615,20.216400000000004,23.427,17.478372093023253,19.730439024390247,19.462720930232557,17.25933962264151,20.994692307692304,18.244,20.999388888888888,24.314,17.206083333333332,17.06863636363636,16.520438095238095,13.877745901639345,20.802525000000003,17.714,20.3873,17.193961904761906,19.624,23.376,22.124
15.92575,17.847470588235296,19.59626446280992,15.826875,21.420859813084114,21.564,15.37326923076923,10.051564102564102,14.371230769230769,19.096190476190475,18.25444736842105,21.397373626373625,19.885749999999998,21.320040000000002,23.865,20.45313953488372,17.868056910569106,19.62641860465116,20.15111320754717,24.04346153846154,20.664602150537632,16.771,16.527545454545457,19.263409523809525,17.694333333333336,20.7082619047619,20.224,19.977899999999998,16.76475238095238,18.485,19.253,18.559,18.409625,19.78024369747899,18.446404958677686,15.665,21.58355140186917,18.643,18.643,15.939000000000002,18.727461538461537,14.013928571428574,20.328642857142853,17.878432432432433,21.79096629213483,21.85259615384615,20.216400000000004,23.865,17.478372093023253,19.730439024390247,19.462720930232557,17.25933962264151,20.994692307692304,18.056,20.999388888888888,27.377,17.206083333333332,17.06863636363636,16.520438095238095,13.877745901639345,20.802525000000003,18.34,20.3873,17.193961904761906,20.062,23.001,22.124
15.92575,17.847470588235296,19.59626446280992,15.826875,21.420859813084114,19.562,15.37326923076923,10.051564102564102,14.371230769230769,19.096190476190475,18.25444736842105,21.397373626373625,19.885749999999998,21.320040000000002,24.303,20.45313953488372,17.868056910569106,19.62641860465116,20.15111320754717,24.04346153846154,20.664602150537632,17.084,16.527545454545457,19.263409523809525,17.694333333333336,20.7082619047619,20.537,19.977899999999998,16.76475238095238,19.8,18.001,18.496,18.409625,19.78024369747899,18.446404958677686,15.665,21.58355140186917,17.829,17.829,15.939000000000002,18.727461538461537,14.013928571428574,20.328642857142853,17.878432432432433,21.79096629213483,21.85259615384615,20.216400000000004,24.303,17.478372093023253,19.730439024390247,19.462720930232557,17.25933962264151,20.994692307692304,17.994,20.999388888888888,25.939,17.206083333333332,17.06863636363636,16.520438095238095,13.877745901639345,20.802525000000003,18.903,20.3873,17.193961904761906,19.999,22.751,21.749
15.92575,17.847470588235296,19.59626446280992,15.826875,21.420859813084114,18.812,15.37326923076923,10.051564102564102,14.371230769230769,19.096190476190475,18.25444736842105,21.397373626373625,19.885749999999998,21.320040000000002,24.115,20.45313953488372,17.868056910569106,19.62641860465116,20.15111320754717,24.04346153846154,20.664602150537632,17.147,16.527545454545457,19.263409523809525,17.694333333333336,20.7082619047619,20.725,19.977899999999998,16.76475238095238,20.112,17.563,18.684,18.409625,19.78024369747899,18.446404958677686,15.665,21.58355140186917,17.078,17.078,15.939000000000002,18.727461538461537,14.013928571428574,20.328642857142853,17.878432432432433,21.79096629213483,21.85259615384615,20.216400000000004,24.115,17.478372093023253,19.730439024390247,19.462720930232557,17.25933962264151,20.994692307692304,18.056,20.999388888888888,25.002,17.206083333333332,17.06863636363636,16.520438095238095,13.877745901639345,20.802525000000003,19.028,20.3873,17.193961904761906,19.561,22.063,21.624
15.92575,17.847470588235296,19.59626446280992,15.826875,21.420859813084114,18.499,15.37326923076923,10.051564102564102,14.371230769230769,19.096190476190475,18.25444736842105,21.397373626373625,19.885749999999998,21.320040000000002,23.803,20.45313953488372,17.868056910569106,19.62641860465116,20.15111320754717,24.04346153846154,20.664602150537632,17.022,16.527545454545457,19.263409523809525,17.694333333333336,20.7082619047619,20.287,19.977899999999998,16.76475238095238,18.673,17.25,18.809,18.409625,19.78024369747899,18.446404958677686,15.665,21.58355140186917,16.703,16.703,15.939000000000002,18.727461538461537,14.013928571428574,20.328642857142853,17.878432432432433,21.79096629213483,21.85259615384615,20.216400000000004,23.803,17.478372093023253,19.730439024390247,19.462720930232557,17.25933962264151,20.994692307692304,17.806,20.999388888888888,23.939,17.206083333333332,17.06863636363636,16.520438095238095,13.877745901639345,20.802525000000003,18.715,20.3873,17.193961904761906,19.311,21.312,21.561
15.92575,17.847470588235296,19.59626446280992,15.826875,21.420859813084114,18.249,15.37326923076923,10.051564102564102,14.371230769230769,19.096190476190475,18.25444736842105,21.397373626373625,19.885749999999998,21.320040000000002,23.615,20.45313953488372,17.868056910569106,19.62641860465116,20.15111320754717,24.04346153846154,20.664602150537632,16.896,16.527545454545457,19.263409523809525,17.694333333333336,20.7082619047619,19.786,19.977899999999998,16.76475238095238,18.485,17.125,18.934,18.409625,19.78024369747899,18.446404958677686,15.665,21.58355140186917,16.515,16.515,15.939000000000002,18.727461538461537,14.013928571428574,20.328642857142853,17.878432432432433,21.79096629213483,21.85259615384615,20.216400000000004,23.615,17.478372093023253,19.730439024390247,19.462720930232557,17.25933962264151,20.994692307692304,17.618,20.999388888888888,23.251,17.206083333333332,17.06863636363636,16.520438095238095,13.877745901639345,20.802525000000003,18.34,20.3873,17.193961904761906,19.061,20.811,21.749
15.92575,17.847470588235296,19.59626446280992,15.826875,21.420859813084114,17.998,15.37326923076923,10.051564102564102,14.371230769230769,19.096190476190475,18.25444736842105,21.397373626373625,19.885749999999998,21.320040000000002,23.865,20.45313953488372,17.868056910569106,19.62641860465116,20.15111320754717,24.04346153846154,20.664602150537632,16.708,16.527545454545457,19.263409523809525,17.694333333333336,20.7082619047619,19.286,19.977899999999998,16.76475238095238,18.297,17.0,18.997,18.409625,19.78024369747899,18.446404958677686,15.665,21.58355140186917,16.265,16.265,15.939000000000002,18.727461538461537,14.013928571428574,20.328642857142853,17.878432432432433,21.79096629213483,21.85259615384615,20.216400000000004,23.865,17.478372093023253,19.730439024390247,19.462720930232557,17.25933962264151,20.994692307692304,17.493,20.999388888888888,22.689,17.206083333333332,17.06863636363636,16.520438095238095,13.877745901639345,20.802525000000003,18.027,20.3873,17.193961904761906,18.873,20.373,21.874
15.92575,17.847470588235296,19.59626446280992,15.826875,21.420859813084114,17.748,15.37326923076923,10.051564102564102,14.371230769230769,19.096190476190475,18.25444736842105,21.397373626373625,19.885749999999998,21.320040000000002,24.178,20.45313953488372,17.868056910569106,19.62641860465116,20.15111320754717,24.04346153846154,20.664602150537632,16.646,16.527545454545457,19.263409523809525,17.694333333333336,20.7082619047619,18.91,19.977899999999998,16.76475238095238,18.673,16.749,18.997,18.409625,19.78024369747899,18.446404958677686,15.665,21.58355140186917,16.14,16.14,15.939000000000002,18.727461538461537,14.013928571428574,20.328642857142853,17.878432432432433,21.79096629213483,21.85259615384615,20.216400000000004,24.178,17.478372093023253,19.730439024390247,19.462720930232557,17.25933962264151,20.994692307692304,17.305,20.999388888888888,22.313,17.206083333333332,17.06863636363636,16.520438095238095,13.877745901639345,20.802525000000003,17.776,20.3873,17.193961904761906,18.748,19.873,21.874
15.92575,17.847470588235296,19.59626446280992,15.826875,21.420859813084114,17.435,15.37326923076923,10.051564102564102,14.371230769230769,19.096190476190475,18.25444736842105,21.397373626373625,19.885749999999998,21.320040000000002,24.178,20.45313953488372,17.868056910569106,19.62641860465116,20.15111320754717,24.04346153846154,20.664602150537632,16.458,16.527545454545457,19.263409523809525,17.694333333333336,20.7082619047619,18.535,19.977899999999998,16.76475238095238,21.051,17.188,19.059,18.409625,19.78024369747899,18.446404958677686,15.665,21.58355140186917,16.202,16.202,15.939000000000002,18.727461538461537,14.013928571428574,20.328642857142853,17.878432432432433,21.79096629213483,21.85259615384615,20.216400000000004,24.178,17.478372093023253,19.730439024390247,19.462720930232557,17.25933962264151,20.994692307692304,17.555,20.999388888888888,22.001,17.206083333333332,17.06863636363636,16.520438095238095,13.877745901639345,20.802525000000003,17.526,20.3873,17.193961904761906,19.499,20.123,21.874
15.92575,17.847470588235296,19.59626446280992,15.826875,21.420859813084114,17.56,15.37326923076923,10.051564102564102,14.371230769230769,19.096190476190475,18.25444736842105,21.397373626373625,19.885749999999998,21.320040000000002,24.115,20.45313953488372,17.868056910569106,19.62641860465116,20.15111320754717,24.04346153846154,20.664602150537632,16.771,16.527545454545457,19.263409523809525,17.694333333333336,20.7082619047619,18.785,19.977899999999998,16.76475238095238,19.048,18.502,19.247,18.409625,19.78024369747899,18.446404958677686,15.665,21.58355140186917,16.077,16.077,15.939000000000002,18.727461538461537,14.013928571428574,20.328642857142853,17.878432432432433,21.79096629213483,21.85259615384615,20.216400000000004,24.115,17.478372093023253,19.730439024390247,19.462720930232557,17.25933962264151,20.994692307692304,18.37,20.999388888888888,22.626,17.206083333333332,17.06863636363636,16.520438095238095,13.877745901639345,20.802525000000003,17.651,20.3873,17.193961904761906,19.248,21.187,22.249
15.92575,17.847470588235296,19.59626446280992,15.826875,21.420859813084114,17.686,15.37326923076923,10.051564102564102,14.371230769230769,19.096190476190475,18.25444736842105,21.397373626373625,19.885749999999998,21.320040000000002,23.865,20.45313953488372,17.868056910569106,19.62641860465116,20.15111320754717,24.04346153846154,20.664602150537632,17.397,16.527545454545457,19.263409523809525,17.694333333333336,20.7082619047619,19.411,19.977899999999998,16.76475238095238,18.736,18.815,19.56,18.409625,19.78024369747899,18.446404958677686,15.665,21.58355140186917,16.39,16.39,15.939000000000002,18.727461538461537,14.013928571428574,20.328642857142853,17.878432432432433,21.79096629213483,21.85259615384615,20.216400000000004,23.865,17.478372093023253,19.730439024390247,19.462720930232557,17.25933962264151,20.994692307692304,18.307,20.999388888888888,23.877,17.206083333333332,17.06863636363636,16.520438095238095,13.877745901639345,20.802525000000003,18.027,20.3873,17.193961904761906,19.186,20.937,22.499
15.92575,17.847470588235296,19.59626446280992,15.826875,21.420859813084114,17.811,15.37326923076923,10.051564102564102,14.371230769230769,19.096190476190475,18.25444736842105,21.397373626373625,19.885749999999998,21.320040000000002,23.74,20.45313953488372,17.868056910569106,19.62641860465116,20.15111320754717,24.04346153846154,20.664602150537632,18.649,16.527545454545457,19.263409523809525,17.694333333333336,20.7082619047619,19.286,19.977899999999998,16.76475238095238,18.61,18.126,19.497,18.409625,19.78024369747899,18.446404958677686,15.665,21.58355140186917,16.703,16.703,15.939000000000002,18.727461538461537,14.013928571428574,20.328642857142853,17.878432432432433,21.79096629213483,21.85259615384615,20.216400000000004,23.74,17.478372093023253,19.730439024390247,19.462720930232557,17.25933962264151,20.994692307692304,17.994,20.999388888888888,26.002,17.206083333333332,17.06863636363636,16.520438095238095,13.877745901639345,20.802525000000003,17.776,20.3873,17.193961904761906,19.248,20.498,22.437
15.92575,17.847470588235296,19.59626446280992,15.826875,21.420859813084114,18.561,15.37326923076923,10.051564102564102,14.371230769230769,19.096190476190475,18.25444736842105,21.397373626373625,19.885749999999998,21.320040000000002,23.553,20.45313953488372,17.868056910569106,19.62641860465116,20.15111320754717,24.04346153846154,20.664602150537632,19.713,16.527545454545457,19.263409523809525,17.694333333333336,20.7082619047619,19.598,19.977899999999998,16.76475238095238,18.61,18.251,19.873,18.409625,19.78024369747899,18.446404958677686,15.665,21.58355140186917,17.704,17.704,15.939000000000002,18.727461538461537,14.013928571428574,20.328642857142853,17.878432432432433,21.79096629213483,21.85259615384615,20.216400000000004,23.553,17.478372093023253,19.730439024390247,19.462720930232557,17.25933962264151,20.994692307692304,18.182,20.999388888888888,25.314,17.206083333333332,17.06863636363636,16.520438095238095,13.877745901639345,20.802525000000003,17.714,20.3873,17.193961904761906,19.999,20.811,22.749
15.92575,17.847470588235296,19.59626446280992,15.826875,21.420859813084114,18.874,15.37326923076923,10.051564102564102,14.371230769230769,19.096190476190475,18.25444736842105,21.397373626373625,19.885749999999998,21.320040000000002,23.803,20.45313953488372,17.868056910569106,19.62641860465116,20.15111320754717,24.04346153846154,20.664602150537632,19.713,16.527545454545457,19.263409523809525,17.694333333333336,20.7082619047619,20.599,19.977899999999998,16.76475238095238,18.923,19.315,20.185,18.409625,19.78024369747899,18.446404958677686,15.665,21.58355140186917,18.267,18.267,15.939000000000002,18.727461538461537,14.013928571428574,20.328642857142853,17.878432432432433,21.79096629213483,21.85259615384615,20.216400000000004,23.803,17.478372093023253,19.730439024390247,19.462720930232557,17.25933962264151,20.994692307692304,18.244,20.999388888888888,24.439,17.206083333333332,17.06863636363636,16.520438095238095,13.877745901639345,20.802525000000003,17.839,20.3873,17.193961904761906,20.187,21.437,23.0
15.92575,17.847470588235296,19.59626446280992,15.826875,21.420859813084114,18.499,15.37326923076923,10.051564102564102,14.371230769230769,19.096190476190475,18.25444736842105,21.397373626373625,19.885749999999998,21.320040000000002,23.74,20.45313953488372,17.868056910569106,19.62641860465116,20.15111320754717,24.04346153846154,20.664602150537632,19.4,16.527545454545457,19.263409523809525,17.694333333333336,20.7082619047619,21.287,19.977899999999998,16.76475238095238,19.048,18.689,19.998,18.409625,19.78024369747899,18.446404958677686,15.665,21.58355140186917,17.704,17.704,15.939000000000002,18.727461538461537,14.013928571428574,20.328642857142853,17.878432432432433,21.79096629213483,21.85259615384615,20.216400000000004,23.74,17.478372093023253,19.730439024390247,19.462720930232557,17.25933962264151,20.994692307692304,18.37,20.999388888888888,24.189,17.206083333333332,17.06863636363636,16.520438095238095,13.877745901639345,20.802525000000003,18.027,20.3873,17.193961904761906,20.124,21.124,22.624
15.92575,17.847470588235296,19.59626446280992,15.826875,21.420859813084114,18.186,15.37326923076923,10.051564102564102,14.371230769230769,19.096190476190475,18.25444736842105,21.397373626373625,19.885749999999998,21.320040000000002,23.678,20.45313953488372,17.868056910569106,19.62641860465116,20.15111320754717,24.04346153846154,20.664602150537632,19.338,16.527545454545457,19.263409523809525,17.694333333333336,20.7082619047619,20.537,19.977899999999998,16.76475238095238,19.862,20.128,19.372,18.409625,19.78024369747899,18.446404958677686,15.665,21.58355140186917,17.579,17.579,15.939000000000002,18.727461538461537,14.013928571428574,20.328642857142853,17.878432432432433,21.79096629213483,21.85259615384615,20.216400000000004,23.678,17.478372093023253,19.730439024390247,19.462720930232557,17.25933962264151,20.994692307692304,18.244,20.999388888888888,25.689,17.206083333333332,17.06863636363636,16.520438095238095,13.877745901639345,20.802525000000003,17.901,20.3873,17.193961904761906,20.687,23.251,22.249
15.92575,17.847470588235296,19.59626446280992,15.826875,21.420859813084114,17.998,15.37326923076923,10.051564102564102,14.371230769230769,19.096190476190475,18.25444736842105,21.397373626373625,19.885749999999998,21.320040000000002,23.678,20.45313953488372,17.868056910569106,19.62641860465116,20.15111320754717,24.04346153846154,20.664602150537632,19.338,16.527545454545457,19.263409523809525,17.694333333333336,20.7082619047619,20.537,19.977899999999998,16.76475238095238,19.612,20.816,19.435,18.409625,19.78024369747899,18.446404958677686,15.665,21.58355140186917,17.266,17.266,15.939000000000002,18.727461538461537,14.013928571428574,20.328642857142853,17.878432432432433,21.79096629213483,21.85259615384615,20.216400000000004,23.678,17.478372093023253,19.730439024390247,19.462720930232557,17.25933962264151,20.994692307692304,18.307,20.999388888888888,25.939,17.206083333333332,17.06863636363636,16.520438095238095,13.877745901639345,20.802525000000003,18.214,20.3873,17.193961904761906,20.562,23.064,22.874
15.92575,17.847470588235296,19.59626446280992,15.826875,21.420859813084114,18.186,15.37326923076923,10.051564102564102,14.371230769230769,19.096190476190475,18.25444736842105,21.397373626373625,19.885749999999998,21.320040000000002,23.928,20.45313953488372,17.868056910569106,19.62641860465116,20.15111320754717,24.04346153846154,20.664602150537632,19.338,16.527545454545457,19.263409523809525,17.694333333333336,20.7082619047619,20.036,19.977899999999998,16.76475238095238,19.299,20.629,19.497,18.409625,19.78024369747899,18.446404958677686,15.665,21.58355140186917,17.016,17.016,15.939000000000002,18.727461538461537,14.013928571428574,20.328642857142853,17.878432432432433,21.79096629213483,21.85259615384615,20.216400000000004,23.928,17.478372093023253,19.730439024390247,19.462720930232557,17.25933962264151,20.994692307692304,18.119,20.999388888888888,26.377,17.206083333333332,17.06863636363636,16.520438095238095,13.877745901639345,20.802525000000003,18.027,20.3873,17.193961904761906,20.375,23.126,23.187
15.92575,17.847470588235296,19.59626446280992,15.826875,21.420859813084114,18.249,15.37326923076923,10.051564102564102,14.371230769230769,19.096190476190475,18.25444736842105,21.397373626373625,19.885749999999998,21.320040000000002,23.99,20.45313953488372,17.868056910569106,19.62641860465116,20.15111320754717,24.04346153846154,20.664602150537632,19.15,16.527545454545457,19.263409523809525,17.694333333333336,20.7082619047619,20.162,19.977899999999998,16.76475238095238,20.55,19.44,19.685,18.409625,19.78024369747899,18.446404958677686,15.665,21.58355140186917,16.828,16.828,15.939000000000002,18.727461538461537,14.013928571428574,20.328642857142853,17.878432432432433,21.79096629213483,21.85259615384615,20.216400000000004,23.99,17.478372093023253,19.730439024390247,19.462720930232557,17.25933962264151,20.994692307692304,18.119,20.999388888888888,24.814,17.206083333333332,17.06863636363636,16.520438095238095,13.877745901639345,20.802525000000003,18.214,20.3873,17.193961904761906,19.874,23.376,22.874
15.92575,17.847470588235296,19.59626446280992,15.826875,21.420859813084114,17.936,15.37326923076923,10.051564102564102,14.371230769230769,19.096190476190475,18.25444736842105,21.397373626373625,19.885749999999998,21.320040000000002,23.865,20.45313953488372,17.868056910569106,19.62641860465116,20.15111320754717,24.04346153846154,20.664602150537632,19.087,16.527545454545457,19.263409523809525,17.694333333333336,20.7082619047619,20.787,19.977899999999998,16.76475238095238,19.111,18.815,19.685,18.409625,19.78024369747899,18.446404958677686,15.665,21.58355140186917,16.578,16.578,15.939000000000002,18.727461538461537,14.013928571428574,20.328642857142853,17.878432432432433,21.79096629213483,21.85259615384615,20.216400000000004,23.865,17.478372093023253,19.730439024390247,19.462720930232557,17.25933962264151,20.994692307692304,17.869,20.999388888888888,23.564,17.206083333333332,17.06863636363636,16.520438095238095,13.877745901639345,20.802525000000003,18.715,20.3873,17.193961904761906,19.499,22.688,22.437
15.92575,17.847470588235296,19.59626446280992,15.826875,21.420859813084114,17.748,15.37326923076923,10.051564102564102,14.371230769230769,19.096190476190475,18.25444736842105,21.397373626373625,19.885749999999998,21.320040000000002,23.365,20.45313953488372,17.868056910569106,19.62641860465116,20.15111320754717,24.04346153846154,20.664602150537632,18.837,16.527545454545457,19.263409523809525,17.694333333333336,20.7082619047619,20.787,19.977899999999998,16.76475238095238,18.923,18.377,19.622,18.409625,19.78024369747899,18.446404958677686,15.665,21.58355140186917,16.39,16.39,15.939000000000002,18.727461538461537,14.013928571428574,20.328642857142853,17.878432432432433,21.79096629213483,21.85259615384615,20.216400000000004,23.365,17.478372093023253,19.730439024390247,19.462720930232557,17.25933962264151,20.994692307692304,17.618,20.999388888888888,23.377,17.206083333333332,17.06863636363636,16.520438095238095,13.877745901639345,20.802525000000003,18.59,20.3873,17.193961904761906,19.311,21.875,22.187
15.92575,17.847470588235296,19.59626446280992,15.826875,21.420859813084114,17.56,15.37326923076923,10.051564102564102,14.371230769230769,19.096190476190475,18.25444736842105,21.397373626373625,19.885749999999998,21.320040000000002,23.365,20.45313953488372,17.868056910569106,19.62641860465116,20.15111320754717,24.04346153846154,20.664602150537632,18.587,16.527545454545457,19.263409523809525,17.694333333333336,20.7082619047619,20.412,19.977899999999998,16.76475238095238,18.736,18.251,19.622,18.409625,19.78024369747899,18.446404958677686,15.665,21.58355140186917,16.265,16.265,15.939000000000002,18.727461538461537,14.013928571428574,20.328642857142853,17.878432432432433,21.79096629213483,21.85259615384615,20.216400000000004,23.365,17.478372093023253,19.730439024390247,19.462720930232557,17.25933962264151,20.994692307692304,17.493,20.999388888888888,22.939,17.206083333333332,17.06863636363636,16.520438095238095,13.877745901639345,20.802525000000003,18.277,20.3873,17.193961904761906,19.123,21.5,22.312
15.92575,17.847470588235296,19.59626446280992,15.826875,21.420859813084114,17.373,15.37326923076923,10.051564102564102,14.371230769230769,19.096190476190475,18.25444736842105,21.397373626373625,19.885749999999998,21.320040000000002,23.678,20.45313953488372,17.868056910569106,19.62641860465116,20.15111320754717,24.04346153846154,20.664602150537632,18.399,16.527545454545457,19.263409523809525,17.694333333333336,20.7082619047619,19.974,19.977899999999998,16.76475238095238,18.61,18.001,19.685,18.409625,19.78024369747899,18.446404958677686,15.665,21.58355140186917,16.202,16.202,15.939000000000002,18.727461538461537,14.013928571428574,20.328642857142853,17.878432432432433,21.79096629213483,21.85259615384615,20.216400000000004,23.678,17.478372093023253,19.730439024390247,19.462720930232557,17.25933962264151,20.994692307692304,17.869,20.999388888888888,22.564,17.206083333333332,17.06863636363636,16.520438095238095,13.877745901639345,20.802525000000003,17.964,20.3873,17.193961904761906,18.936,21.062,22.374
15.92575,17.847470588235296,19.59626446280992,15.826875,21.420859813084114,17.248,15.37326923076923,10.051564102564102,14.371230769230769,19.096190476190475,18.25444736842105,21.397373626373625,19.885749999999998,21.320040000000002,24.053,20.45313953488372,17.868056910569106,19.62641860465116,20.15111320754717,24.04346153846154,20.664602150537632,18.148,16.527545454545457,19.263409523809525,17.694333333333336,20.7082619047619,19.536,19.977899999999998,16.76475238095238,19.487,17.688,19.685,18.409625,19.78024369747899,18.446404958677686,15.665,21.58355140186917,16.077,16.077,15.939000000000002,18.727461538461537,14.013928571428574,20.328642857142853,17.878432432432433,21.79096629213483,21.85259615384615,20.216400000000004,24.053,17.478372093023253,19.730439024390247,19.462720930232557,17.25933962264151,20.994692307692304,17.994,20.999388888888888,22.251,17.206083333333332,17.06863636363636,16.520438095238095,13.877745901639345,20.802525000000003,17.651,20.3873,17.193961904761906,18.81,20.624,22.437
