bedroom_ID1,bedroom_ID2,bedroom_ID3,bedroom_ID4,bedroom_ID5,bedroom_ID6,bedroom_ID8,bedroom_ID9,bedroom_ID10,bedroom_ID11,bedroom_ID13,bedroom_ID15,bedroom_ID19,bedroom_ID20,bedroom_ID21,bedroom_ID23,bedroom_ID24,bedroom_ID25,bedroom_ID28,bedroom_ID29,bedroom_ID31,bedroom_ID32,bedroom_ID34,bedroom_ID36,bedroom_ID38,bedroom_ID39,bedroom_ID40,bedroom_ID43,living_room_ID1,living_room_ID2,living_room_ID3,living_room_ID4,living_room_ID5,living_room_ID6,living_room_ID8,living_room_ID9,living_room_ID10,living_room_ID11,living_room_ID13,living_room_ID15,living_room_ID19,living_room_ID20,living_room_ID21,living_room_ID22,living_room_ID23,living_room_ID24,living_room_ID25,living_room_ID28,living_room_ID29,living_room_ID31,living_room_ID32,living_room_ID33,living_room_ID34,living_room_ID35,living_room_ID36,living_room_ID38,living_room_ID39,living_room_ID40,living_room_ID43
13.804,18.339,19.611,22.251,18.139,11.095,18.768,11.538,4.679,10.438,20.094,18.306,17.119,12.541,16.32,18.689,15.025,24.625,17.056,22.744,14.877,18.776,17.627,24.195,18.125,11.051,18.297,15.452,21.249,22.501,21.499,19.17,20.046,13.914,15.647,16.381,17.217,7.847,16.681,23.394,27.835,15.655,20.251,19.907,22.282,22.282,20.839,21.055,22.243,17.717,17.279,8.284,19.465,16.712,18.616,17.552,18.053,15.408,15.533
13.866,18.464,18.922,20.249,18.703,10.405,18.142,11.538,4.616,10.25,20.345,18.493,17.306,12.415,16.633,18.376,15.963,23.625,16.743,22.243,14.689,19.715,17.627,24.133,16.686,10.424,19.424,15.639,21.561,21.626,20.811,21.485,19.858,13.161,15.082,14.501,16.466,7.847,16.618,23.206,22.773,16.031,19.0,19.969,21.531,21.531,20.338,19.429,20.305,16.904,16.466,8.284,18.713,16.837,16.676,16.864,18.616,15.533,15.345
13.929,17.65,17.419,17.809,18.703,9.965,17.329,12.415,4.616,10.501,20.157,18.556,17.306,12.415,16.759,18.376,16.589,22.999,16.368,20.305,16.193,18.275,17.565,24.445,15.308,9.419,19.361,15.702,21.811,18.936,19.56,20.359,19.984,13.224,14.581,13.686,15.777,7.596,16.493,23.206,20.708,15.718,18.375,20.094,20.343,20.343,19.963,18.553,18.741,16.215,15.214,8.284,17.587,17.025,15.925,15.549,16.676,15.345,15.033
14.117,17.086,16.542,16.494,18.703,9.589,16.64,12.227,4.679,10.501,20.157,18.493,16.993,12.478,16.759,18.376,16.401,22.562,16.117,18.741,16.944,16.96,17.565,23.007,17.938,12.557,19.549,15.765,19.497,17.809,18.621,16.853,18.294,11.782,14.017,13.122,14.587,7.471,16.556,23.081,19.519,14.591,17.937,20.282,20.217,20.217,19.651,17.74,17.615,15.652,14.274,8.284,16.647,16.962,15.925,15.799,15.925,15.033,14.784
13.804,16.772,15.728,15.493,18.953,9.275,16.014,12.102,4.679,10.438,19.907,18.493,16.68,11.413,16.821,18.627,16.714,22.187,15.804,17.615,15.441,16.146,17.565,22.257,18.251,12.871,19.048,15.514,18.308,17.12,17.933,15.288,17.293,11.029,13.703,12.683,14.149,7.345,16.681,23.019,18.643,13.902,17.562,20.407,20.28,20.28,19.338,17.052,16.801,15.214,13.398,8.284,15.833,16.712,16.112,16.112,15.925,14.784,14.534
13.678,16.397,15.164,14.804,18.327,9.212,15.451,11.914,4.741,10.375,19.844,18.493,16.367,10.786,16.821,19.252,16.151,21.811,15.491,16.801,14.501,15.457,17.565,21.757,16.373,13.185,18.798,15.327,17.494,16.494,17.37,14.411,16.604,10.59,13.327,12.307,14.024,7.282,16.743,22.956,17.829,13.401,17.187,20.407,20.405,20.405,19.025,16.426,16.113,14.776,12.709,8.221,15.144,16.399,16.363,15.486,16.112,14.534,14.159
13.49,16.083,15.79,14.303,17.325,9.652,14.95,11.726,4.679,10.313,20.032,18.431,16.054,10.347,16.947,19.065,15.901,24.875,15.617,16.113,13.749,14.893,18.003,21.507,18.376,13.435,18.485,15.076,16.869,15.994,17.245,13.722,16.166,11.657,12.951,11.994,14.024,7.157,17.056,22.894,17.077,12.837,17.374,20.595,20.968,20.968,19.275,15.8,17.365,14.338,12.208,8.221,14.455,16.023,16.739,15.486,16.363,14.159,13.972
13.177,17.211,17.544,17.934,16.323,9.589,14.512,11.538,4.679,10.375,20.157,18.431,15.679,9.971,17.009,19.565,15.901,26.312,16.18,17.365,13.059,14.58,17.69,21.256,18.313,13.686,18.235,14.951,21.249,19.499,19.059,13.283,15.728,13.976,13.202,11.743,13.899,7.094,17.432,22.894,22.647,13.464,20.438,20.72,21.844,21.844,19.838,16.614,19.241,14.213,13.084,8.284,14.893,15.647,17.302,15.925,16.739,13.972,14.846
13.616,17.274,17.607,21.751,15.759,9.212,15.075,11.288,4.616,10.313,20.532,18.306,15.866,11.789,17.072,19.69,15.901,26.187,16.243,19.241,12.746,17.837,17.565,23.57,18.313,13.874,19.174,14.763,19.747,21.0,19.81,17.229,16.667,11.907,12.637,11.492,13.899,7.094,17.369,22.956,24.711,14.027,20.814,20.72,20.968,20.968,19.963,17.865,19.742,14.901,14.024,8.284,15.582,15.459,18.178,16.175,17.302,14.846,14.846
13.741,17.712,16.605,17.621,15.07,8.898,14.825,11.162,4.616,10.062,21.095,18.243,16.367,13.292,17.135,19.878,15.838,25.375,17.119,19.742,14.062,17.148,17.502,23.758,18.376,16.57,18.736,15.264,22.499,21.125,20.248,20.046,17.856,11.28,12.512,15.692,13.585,7.032,17.182,23.019,20.145,14.466,21.189,20.657,21.969,21.969,20.026,18.803,19.93,15.402,14.775,8.347,16.021,15.334,18.616,16.488,18.178,14.846,14.909
13.49,17.775,17.857,16.244,15.884,8.647,14.387,10.975,4.741,10.125,21.283,18.306,16.618,12.102,17.135,19.002,15.087,25.0,17.745,19.93,15.441,16.084,17.502,23.883,18.376,14.188,18.61,15.076,21.249,21.813,20.686,16.478,18.357,10.841,14.079,17.445,13.46,7.032,17.557,23.456,17.954,15.154,20.939,20.532,22.032,22.032,20.088,20.18,20.805,15.903,15.339,8.409,16.522,15.522,18.804,16.676,18.616,14.909,15.533
13.49,17.65,18.484,15.43,16.949,8.71,14.888,10.912,4.616,10.062,21.283,18.368,16.367,12.353,17.385,19.941,14.524,24.437,18.245,20.805,14.125,15.645,17.502,24.008,19.753,13.686,18.61,14.826,22.249,23.377,20.623,14.975,18.795,10.528,16.085,18.385,13.585,7.032,17.307,23.519,24.336,15.28,21.876,20.908,22.157,22.157,20.213,20.93,21.118,16.966,16.027,8.472,17.023,15.71,19.054,16.926,18.804,15.533,15.97
13.678,17.837,18.171,14.804,17.576,9.526,16.077,10.975,4.553,10.689,21.283,18.431,16.68,12.353,17.448,20.066,14.148,24.125,18.558,21.118,13.185,15.582,17.44,24.07,20.378,13.373,18.485,15.139,21.436,23.564,20.873,14.536,19.17,11.343,16.461,18.698,13.272,7.157,17.119,23.519,25.586,15.405,20.939,21.283,20.781,20.781,20.213,21.43,20.743,17.717,16.403,8.472,17.336,15.898,17.99,17.239,19.054,15.97,15.97
13.616,17.963,17.795,15.555,17.826,10.216,16.828,11.162,4.553,10.564,21.158,18.368,17.119,12.666,17.385,20.003,14.211,25.25,18.371,20.743,12.746,15.457,17.44,24.195,19.315,13.31,18.423,15.389,21.749,23.689,20.873,14.098,19.42,12.472,16.524,18.385,12.709,7.094,16.931,23.519,26.273,15.655,21.814,21.408,22.282,22.282,20.589,21.618,21.368,18.217,16.653,8.347,17.649,15.96,17.615,17.365,17.99,15.97,16.157
13.553,18.025,16.667,21.876,18.014,10.718,17.204,11.476,4.428,10.125,21.033,18.306,17.306,12.791,17.385,20.003,14.274,25.75,18.058,21.368,13.185,15.081,17.44,24.195,19.628,13.185,18.423,15.452,21.624,24.002,20.373,15.789,19.671,13.099,16.524,18.009,13.022,7.032,16.681,23.644,26.836,15.655,21.064,21.784,22.344,22.344,22.027,21.618,22.181,18.718,16.841,8.284,18.901,16.211,16.989,17.803,17.615,16.157,16.906
13.741,18.213,18.797,24.127,18.202,10.844,17.516,11.726,4.24,9.874,20.783,18.368,17.432,12.729,17.323,20.003,14.774,26.0,18.12,22.181,13.436,16.71,17.252,24.32,19.69,12.181,18.36,15.514,21.311,24.814,20.999,21.109,20.296,13.475,16.9,17.821,15.276,7.032,16.743,23.707,27.648,16.219,21.814,22.034,22.219,22.219,22.902,21.618,22.681,19.156,17.342,8.221,19.903,16.399,18.804,18.366,16.989,16.906,16.781
13.804,17.963,19.172,24.439,18.39,10.906,17.892,11.851,4.428,9.936,20.47,18.431,17.557,12.603,17.385,19.127,15.15,25.25,17.745,22.681,12.432,18.4,17.69,24.383,20.316,11.491,18.109,15.639,21.936,24.627,20.936,23.236,19.921,13.788,15.897,18.009,15.464,6.969,16.618,23.582,28.273,16.594,20.313,22.221,22.094,22.094,21.839,21.618,22.869,19.594,17.029,8.221,20.528,16.587,19.242,18.867,18.804,16.781,16.781
13.804,18.213,18.045,22.376,18.766,10.342,17.642,11.977,4.365,9.999,20.407,18.556,17.932,12.541,17.699,18.752,18.153,24.187,17.432,22.869,12.119,19.214,17.252,24.383,18.501,11.114,17.984,15.827,21.499,22.939,19.622,23.861,19.984,12.597,14.769,15.19,16.34,6.969,16.556,23.394,22.898,16.97,19.0,21.971,21.844,21.844,21.151,20.367,20.93,18.718,16.153,8.221,19.402,16.774,16.926,18.429,19.242,16.781,16.532
13.992,17.524,17.482,19.937,18.828,9.903,16.891,11.977,4.365,10.25,20.407,18.806,17.807,12.541,17.636,18.627,17.402,23.625,17.119,20.93,13.624,17.649,17.127,24.445,17.124,12.494,18.235,16.015,20.686,20.375,18.684,21.985,18.419,11.531,14.393,14.188,15.527,6.969,16.493,23.582,20.145,16.469,18.5,21.846,20.655,20.655,20.714,19.367,19.429,17.467,15.214,8.284,18.275,16.9,16.3,17.052,16.926,16.532,16.219
13.866,17.086,17.043,18.623,18.953,9.589,16.202,12.791,4.302,10.313,20.345,18.744,17.619,13.042,17.761,18.627,17.089,23.375,16.806,19.429,15.065,16.271,17.064,22.882,16.373,13.937,18.297,16.202,18.934,19.311,18.058,18.606,17.418,11.029,14.205,13.561,14.024,6.906,16.556,23.832,19.081,15.405,18.062,21.846,20.28,20.28,20.401,18.553,18.366,16.716,14.525,8.284,17.399,16.774,16.238,16.112,16.3,16.219,15.782
13.678,16.772,16.73,17.684,18.327,9.338,15.764,12.603,4.302,10.313,19.969,18.806,17.432,12.039,17.887,19.065,16.839,23.062,16.556,18.366,13.498,15.457,17.189,22.132,15.809,14.313,18.235,15.952,18.058,18.56,17.558,17.104,16.855,10.653,13.954,13.122,13.836,6.906,16.681,23.957,18.267,14.779,17.749,21.909,20.217,20.217,20.213,17.865,17.552,16.153,13.899,8.347,16.71,16.649,16.425,15.486,16.238,15.782,15.408
13.49,16.459,16.354,17.12,17.2,9.275,15.326,12.478,4.302,10.187,19.969,18.806,17.244,11.789,17.949,19.878,16.777,23.25,16.305,17.552,12.558,14.768,17.189,21.694,15.433,14.627,18.172,15.702,17.369,17.934,17.12,16.227,16.542,10.402,13.578,12.809,13.899,6.906,16.743,24.019,17.578,14.403,17.437,21.971,20.28,20.28,20.026,17.239,16.989,15.715,13.398,8.347,16.084,16.461,16.676,14.985,16.425,15.408,15.033
13.302,16.209,16.104,16.494,16.511,9.965,14.888,12.29,4.365,10.187,20.157,18.869,16.993,11.475,17.949,19.565,17.089,25.875,16.117,16.989,11.868,14.142,17.314,21.319,16.122,15.003,18.109,15.577,16.869,17.433,16.744,15.664,16.229,10.967,13.452,12.495,14.086,6.843,16.994,24.082,17.015,13.965,17.437,22.034,20.906,20.906,20.526,16.676,18.303,15.465,12.959,8.409,15.582,16.273,17.052,14.735,16.676,15.033,14.846
13.365,16.021,17.857,23.001,16.135,10.154,14.575,12.165,4.365,10.125,20.094,18.994,16.743,10.911,18.075,19.002,17.84,26.812,17.119,18.303,11.366,13.891,17.252,21.131,20.003,15.254,18.047,15.452,22.624,17.183,18.997,15.1,16.041,14.916,13.452,12.244,14.212,7.533,17.182,24.082,22.522,13.902,20.126,22.159,21.719,21.719,20.776,16.176,20.055,17.029,13.523,8.535,16.084,16.023,18.992,15.862,17.052,14.846,15.658
14.618,16.96,17.544,25.189,15.884,9.777,14.449,11.914,4.365,9.999,20.282,18.932,16.993,11.851,18.075,19.941,17.715,26.562,16.681,20.055,11.178,17.023,17.189,23.383,19.69,18.074,18.798,15.389,21.249,22.251,18.684,21.234,15.79,11.468,15.897,12.056,14.212,8.035,17.432,23.644,21.959,15.029,20.126,22.096,20.906,20.906,20.839,19.054,19.054,17.842,15.026,8.723,16.898,15.96,19.18,16.926,18.992,15.658,16.032
14.242,17.462,17.231,23.627,15.696,9.463,16.202,11.726,4.428,12.946,20.657,19.182,17.494,14.42,18.325,20.066,17.715,26.375,16.493,19.054,13.185,16.522,17.189,24.195,19.628,16.507,18.36,15.952,20.498,22.314,17.996,23.111,17.919,10.653,16.9,13.373,14.274,9.101,17.62,23.832,19.018,15.781,20.814,22.534,20.593,20.593,20.839,17.99,20.805,18.843,15.965,9.726,17.399,16.023,20.869,17.615,19.18,16.032,16.407
14.493,17.65,17.043,20.938,15.446,9.338,17.454,11.601,4.302,14.825,21.408,19.182,17.619,13.982,18.45,19.377,17.84,26.375,16.305,20.805,13.31,15.332,17.127,23.945,19.815,15.567,18.36,16.077,20.248,22.439,17.558,22.36,19.045,10.967,16.023,17.383,14.086,10.355,18.433,24.207,18.33,16.469,21.814,22.659,21.969,21.969,20.901,17.99,21.681,19.531,17.217,9.225,17.023,16.273,20.931,18.116,20.869,16.407,16.594
14.493,17.9,16.605,19.686,16.949,9.401,17.454,11.663,4.679,12.319,21.846,19.119,17.494,13.856,18.576,19.69,17.277,26.25,17.807,21.681,13.31,14.893,17.127,24.008,19.628,16.131,18.297,16.39,21.999,23.627,17.12,19.733,19.358,10.465,15.082,18.635,13.836,9.164,19.122,24.144,17.641,16.907,20.563,22.784,21.719,21.719,21.151,17.552,21.806,20.031,17.592,9.162,16.585,16.399,20.994,18.429,20.931,16.594,16.532
14.43,18.025,17.983,19.123,18.139,9.589,17.016,11.663,4.804,11.817,21.596,19.119,17.369,13.48,18.513,20.191,16.839,26.187,18.433,21.806,13.749,14.831,17.064,24.07,20.128,16.131,18.172,16.64,21.436,23.439,19.247,18.356,19.733,10.779,14.706,18.885,13.648,8.725,19.184,24.144,17.328,16.845,22.064,22.972,20.781,20.781,21.214,20.305,21.806,19.156,18.281,9.225,16.146,16.649,19.492,18.679,20.994,16.532,16.282
14.368,18.589,17.983,18.31,18.452,10.467,16.578,11.789,4.804,11.817,21.408,19.057,17.181,13.982,18.513,20.441,17.027,27.062,18.871,21.806,13.874,14.705,17.002,24.195,18.626,15.379,18.109,16.578,21.686,23.939,20.248,18.669,20.171,11.092,16.9,18.635,16.528,8.599,19.309,24.207,22.96,17.471,21.251,22.909,21.281,21.281,21.401,20.93,22.181,18.968,18.406,9.099,15.645,16.9,19.054,18.116,19.492,16.282,16.781
14.305,18.589,18.171,17.684,18.64,11.408,17.016,12.039,4.867,13.572,20.657,19.057,17.181,14.107,18.388,20.504,17.652,27.062,19.247,22.181,13.812,15.019,17.002,24.258,19.565,16.507,18.047,16.578,21.999,24.064,19.998,17.229,20.421,12.785,17.464,18.197,17.592,9.289,19.122,24.207,24.961,17.533,20.501,22.972,22.094,22.094,21.839,21.556,23.806,18.906,18.844,9.036,16.71,17.025,18.679,18.366,19.054,16.781,17.343
14.305,18.777,19.047,19.686,19.016,11.91,17.892,12.29,4.93,13.823,20.72,19.182,17.432,14.044,18.45,20.504,17.778,27.25,19.434,23.806,13.059,17.774,17.002,24.383,19.502,14.94,18.047,16.64,21.436,24.439,20.623,16.478,21.047,13.537,17.589,18.009,17.843,9.916,18.183,23.769,26.273,17.283,20.063,22.659,22.219,22.219,22.839,22.243,23.181,18.843,19.219,8.974,18.338,17.275,17.803,18.867,18.679,17.343,17.343
14.368,19.153,17.983,24.877,19.204,11.973,18.455,12.352,4.93,12.82,20.157,19.307,17.682,13.982,18.45,19.628,17.965,25.375,18.934,23.181,12.997,18.901,17.252,24.445,18.376,13.749,17.922,16.828,23.0,24.252,19.31,19.295,21.422,14.164,16.461,16.757,17.905,9.289,17.87,23.582,27.461,17.721,19.751,23.472,22.344,22.344,22.277,22.118,22.681,18.843,19.344,8.974,19.214,17.526,17.49,18.679,17.803,17.343,17.343
14.368,18.902,17.544,21.563,19.266,11.471,18.267,12.352,4.992,12.57,20.345,19.37,18.058,13.919,18.45,19.127,18.09,24.25,18.684,22.681,12.182,19.652,17.189,24.445,17.437,13.185,17.922,16.891,22.249,22.314,18.496,22.986,21.547,13.475,15.772,15.065,18.156,9.101,17.807,23.832,22.397,17.909,19.0,23.034,21.782,21.782,21.652,21.118,21.055,18.28,18.531,8.911,18.463,17.714,17.052,18.116,17.49,17.343,17.218
14.556,18.151,17.231,19.999,19.517,11.095,17.829,12.979,4.992,12.382,20.657,19.495,18.058,13.856,18.513,19.065,18.591,23.875,18.433,21.055,13.122,18.025,17.127,24.383,16.748,14.564,17.796,16.953,20.435,20.75,17.933,22.048,19.796,12.096,15.396,14.313,17.53,9.038,17.494,23.957,20.333,17.471,18.625,22.972,20.781,20.781,21.276,20.305,19.867,17.592,17.53,8.911,17.649,17.964,16.801,17.177,17.052,17.218,16.969
14.493,17.837,16.981,18.935,19.642,10.844,17.329,12.979,4.992,12.194,20.595,19.432,17.87,14.671,18.513,19.19,18.028,23.562,18.183,19.867,14.626,16.522,17.44,22.82,15.934,13.122,18.36,17.266,19.434,19.874,17.495,18.794,18.544,11.657,15.082,13.874,16.403,8.976,17.494,23.957,19.456,16.657,18.312,22.909,20.28,20.28,20.901,19.554,18.866,17.091,16.716,8.911,16.96,18.089,16.864,16.488,16.801,16.969,16.719
14.43,17.462,16.73,18.247,20.143,10.593,16.891,12.853,4.867,12.131,20.407,19.432,17.745,13.543,18.513,20.253,17.778,23.187,17.995,18.866,13.122,15.77,17.877,22.194,15.558,12.557,18.047,17.141,18.746,19.248,17.12,17.542,17.919,11.406,14.894,13.498,16.215,8.913,17.494,24.019,18.768,16.156,18.0,22.972,20.28,20.28,20.589,18.929,18.178,16.653,16.09,8.974,16.397,17.964,17.114,15.925,16.864,16.719,16.469
14.305,17.211,16.479,17.809,19.83,10.593,16.515,12.791,4.992,12.068,20.345,19.432,17.619,12.979,18.513,20.504,17.402,23.187,17.745,18.178,12.119,15.081,18.44,21.757,15.371,11.993,17.922,17.016,18.183,18.748,16.807,16.853,17.543,11.218,14.706,13.185,16.215,8.85,17.682,23.957,18.204,15.843,17.749,22.972,20.468,20.468,20.338,18.366,17.677,16.341,15.589,9.036,15.896,17.776,17.49,15.612,17.114,16.469,16.157
13.929,17.023,16.292,17.371,18.828,11.283,16.14,12.665,4.992,11.943,20.47,19.432,17.432,12.603,18.576,20.566,18.153,26.125,17.62,17.677,11.429,14.517,18.691,21.444,15.558,11.742,17.734,16.891,17.807,18.372,16.557,16.352,17.293,12.221,14.706,12.997,16.34,8.85,17.995,23.957,17.703,15.53,17.875,22.972,21.907,21.907,20.776,17.802,19.116,16.153,15.151,9.099,15.582,17.651,17.865,15.361,17.49,16.157,16.032
13.553,17.524,17.983,17.246,18.39,11.346,15.889,12.54,4.992,13.384,20.595,19.557,17.244,12.29,18.638,19.941,19.154,27.125,18.934,19.116,10.927,14.267,18.816,21.194,18.564,11.553,17.796,16.828,17.494,20.124,19.185,15.977,17.042,14.164,14.518,12.809,16.34,9.477,18.183,24.082,23.148,15.468,20.063,23.097,22.032,22.032,21.026,17.615,20.68,17.592,15.464,9.225,16.084,17.463,19.68,16.425,17.865,16.032,16.844
13.49,17.462,18.358,23.627,17.951,10.969,15.639,12.415,4.992,13.196,20.97,19.557,17.432,13.48,18.889,21.004,19.154,26.687,18.621,20.68,10.676,17.273,18.941,23.445,19.315,15.442,17.984,16.703,21.374,19.874,20.311,15.726,16.917,12.472,16.712,12.683,16.528,10.606,18.433,24.269,23.335,16.594,19.5,23.535,21.656,21.656,21.214,20.43,20.93,18.53,16.716,9.475,16.96,17.463,19.43,17.365,19.68,16.844,17.156
